0,0
0,0
0,0
0.2499998,0
0.5820994,0
1.150199,0
2.250997,0
3.046196,0
6.204691,0
8.709388,0
6.680591,0
9.187786,0
7.121289,0
9.887385,0
9.887385,0
15.41738,0
19.84537,0
25.01976,0
31.94255,0
36.01585,0
46.43153,0
61.58303,0
55.68132,0
82.60833,0
100.8427,0
111.8502,0
121.4991,0
157.9057,0
170.8494,0
170.5116,0
171.4394,0
194.3681,0
220.3103,0
251.8011,0
270.8599,0
304.791,0
322.8123,0
357.1382,0
371.4801,0
393.2237,0
451.1679,0
446.9265,0
532.5899,0
577.0847,0
575.7155,0
650.4291,0
741.6104,0
777.0386,0
839.3053,0
879.9501,0
949.9901,0
997.2088,0
1076.964,0
1164.248,0
1190.441,0
1323.922,0
1370.336,0
1463.133,0
1552.982,0
1673.725,0
1796.768,0
1854.349,0
1973.375,0
2039.345,0
2227.702,0
2368.078,0
2448.116,0
2608.483,0
2688.635,0
2340.032,0
1781.144,0
1649.445,0
1627.335,0
1706.941,0
1760.002,0
1854.595,0
1982.118,0
2066.914,0
2139.025,0
2283.543,0
2372.716,0
2178.914,0
2588.631,0
2663.423,0
2808.305,0
2958.765,0
3030.828,0
3189.648,0
3342.107,0
3413.355,0
3624.319,0
3712.35,0
3881.827,0
4021.679,0
4214.064,0
4331.526,0
4567.32,0
4665.608,0
4832.95,0
4983.944,0
5209.947,0
5369.721,0
5585.89,0
5700.208,0
5918.203,0
6037.515,0
6381.161,0
6075.018,0
5732.452,0
5860.09,0
6093.842,0
6253.568,0
6508.742,0
6745.101,0
6869.65,0
7140.244,0
7278.657,0
7333.594,0
7412.508,0
8039.021,0
8312.992,0
8447.919,0
8729.977,0
8729.977,0
9139.229,0
9445.238,0
9585.951,0
9892.854,0
10049.09,0
10416.81,0
10754.21,0
11031.53,0
11303.41,0
11522.24,0
11909.93,0
12131.99,0
12628.09,0
12904.25,0
13172.16,0
13587.13,0
13894.35,0
14246.35,0
14717.1,0
14999.69,0
15475.21,0
15783.88,0
14915.61,0
14916.36,0
15225.61,0
15523.62,0
15801.72,0
16070.61,0
16342.93,0
16692.99,0
17025.92,0
17128.38,0
17582.91,0
18182.48,0
18711.75,0
19288.61,0
19642.74,0
19895.04,0
20377.02,0
20822.84,0
21166.03,0
21748.67,0
22102.59,0
22542.86,0
23073.28,0
23511.3,0
23698.52,0
24319.36,0
24635.24,0
25059.55,0
25580.89,0
25890.42,0
26443.78,0
27006.32,0
27348.26,0
28003.57,0
28355.57,0
29030.2,0
29473.57,0
22790.86,0
19917.2,0
17939.61,0
9773.789,0
8999.443,0
9053.141,0
9212.251,0
9382.19,0
9563.429,0
9895.854,0
10189.33,0
8066.767,0
