0,0,0
0,0,0
0.2591997,0,0.0992249
0.6844491,0,0.3024996
1.312198,0,0.6006241
2.101247,0,1.040398
2.668046,0,1.609248
3.864194,0,2.339646
5.152942,0,3.217445
6.646039,0,4.298893
8.584945,0,4.953243
10.68446,0,6.454916
12.82854,0,8.099692
15.45697,0,10.03378
18.86205,0,11.94901
22.54133,0,14.1968
26.06999,0,16.59047
30.42272,0,19.2388
35.85286,0,21.95841
41.90802,0,24.94944
47.89206,0,28.6193
54.68679,0,32.50445
61.79136,0,37.07008
67.43533,0,39.84275
77.49472,0,45.03476
86.31532,0,50.46903
91.37143,0,56.93756
102.937,0,63.18523
116.3924,0,70.08478
131.9546,0,77.36363
121.3728,0,86.4143
116.362,0,63.24724
122.6699,0,70.63503
129.1639,0,78.1329
138.6224,0,86.52834
149.7485,0,97.89027
164.2075,0,109.692
178.1422,0,122.3045
189.8085,0,129.339
197.1366,0,142.6217
215.1732,0,157.05
232.2438,0,175.1352
246.217,0,188.4589
261.8673,0,205.8038
261.6764,0,224.3125
307.1154,0,243.1054
324.5821,0,254.2613
347.5813,0,275.7673
358.0757,0,299.6529
381.3463,0,322.8637
387.8832,0,349.0471
428.4411,0,364.1484
443.2505,0,391.3238
470.5683,0,420.4641
500.3719,0,449.0225
525.848,0,478.9723
547.7311,0,517.152
579.806,0,553.522
593.7132,0,592.4933
646.6237,0,613.5498
681.2537,0,654.574
719.5389,0,698.4094
748.4405,0,743.2338
795.3251,0,789.0031
815.9683,0,834.5648
855.6835,0,880.7743
898.5734,0,928.6942
950.7045,0,981.902
974.1509,0,1034.678
1024.385,0,1064.24
1075.45,0,1122.43
729.1108,0,1177.315
749.3799,0,800.5406
785.5354,0,829.2188
828.2374,0,878.8743
850.7481,0,924.9225
891.817,0,975.8555
937.31,0,1029.751
984.6194,0,1085.525
1012.507,0,1117.185
1057.599,0,1172.073
1104.239,0,1227.361
1160.288,0,1284.312
723.0383,0,1344.327
1256.23,0,1021.001
1307.01,0,1428.399
1366.925,0,1544.733
1423.399,0,1611.177
1479.852,0,1682.789
1512.085,0,1721.852
1592.121,0,1789.985
1656.312,0,1870.337
1729.949,0,1954.964
1806.12,0,2038.55
