Counter,Q,Time
6248.383,62764.66,0
6447.212,63660.48,0
6543.86,64469.01,0
6767.332,65203.74,0
7033.292,66226.95,0
7192.563,67095.03,0
7421.66,46342.08,0
7626.266,33669.75,0
7884.98,30200.04,0
8098.362,31534.11,0
8232.444,27062.16,0
8558.337,21039.63,0
8784.105,32509.3,0
6773.472,37038.73,0
6964.645,37587.14,0
7066.214,38283.53,0
7376.978,39173.88,0
7618.531,40123.27,0
7835.538,40994.61,0
8056.758,41578.46,0
8282.235,42532.67,0
8427.938,25886.6,0
8767.456,8512.715,0
9061.035,6904.373,0
8398.58,5893.944,0
9576.399,5909.982,0
9725.627,6015.804,0
10028.95,6246.11,0
10302.69,6470.664,0
10618.37,6671.905,0
10890.66,6865.045,0
11167.69,7061.08,0
11333.62,7349.292,0
11736.12,7579.563,0
12036.41,7176.992,0
12332.13,7887.928,0
12618.99,8445.365,0
12994.48,8839.668,0
13478.12,9143.063,0
13841.45,9468.809,0
14181.67,9860.848,0
14557.98,10223.67,0
14756.37,10520.99,0
15284.04,10818.77,0
15628.33,11207.14,0
15905.06,11667.6,0
16312.21,12244.29,0
16776.78,12615.81,0
17301.75,12768.03,0
17750.76,13287.44,0
18190.04,13618.88,0
15105.43,13899.57,0
10065.05,13972.6,0
6194.808,14106.24,0
4549.069,14372.54,0
3428.303,14693.62,0
2665.312,15152.88,0
1813.845,15607.69,0
1317.856,15991.46,0
1209.663,16463.6,0
1245.407,16952.98,0
1284.044,16957.41,0
1331.438,17384.4,0
1402.544,17999.19,0
917.1849,18773.49,0
700.47,19291.08,0
963.3252,19649.95,0
1250.654,20312.59,0
1445.566,21003.65,0
1560.351,21858.81,0
1767.204,22672.2,0
1828.047,23564.03,0
1880.796,24460.46,0
1912.512,25190.58,0
1972.519,26021.98,0
2035.257,26779.69,0
2068.472,27759.51,0
2130.861,28285.63,0
2186.61,28742.09,0
2262.795,28921.64,0
2327.17,29780.5,0
2364.304,30200.37,0
2434.295,30905.56,0
2479.025,31530.54,0
2573.904,32013.73,0
2652.907,32924.91,0
2737.46,33303.93,0
2780.688,33897.36,0
1826.575,34477.57,0
1295.928,35353.09,0
1347.059,36246.79,0
1404.544,37148.29,0
1435.32,37870.28,0
1496.65,38905.3,0
1563.023,39650.84,0
1624.706,40331.91,0
1660.284,41034.96,0
1723.01,41739.84,0
1799.06,42905.49,0
1613.312,43432.59,0
1884.504,44384.44,0
2036.491,45484.18,0
2073.498,46453.09,0
2152.445,47299.7,0
2230.648,48327.18,0
2304.532,49292.17,0
2380.556,50191.36,0
2473.356,51021.88,0
2569.51,51878.68,0
2618.88,50341.87,0
2712.334,51860.65,0
2788.411,53890.75,0
2900.041,57019.42,0
3019.991,55811.14,0
3126.311,62441.27,0
3240.593,64630.18,0
3353.771,66779.55,0
3421.386,68647.84,0
3555.165,70601.24,0
3688.257,73155.84,0
3798.84,76777.66,0
3917.802,79900.58,0
4068.283,81769.35,0
4171.357,70645.95,0
4312.284,37501.56,0
4469.624,3544.57,0
4568.871,3603.192,0
4727.634,2192.4,0
2493.626,5347.623,0
2535.044,4158.989,0
2642.015,2510.21,0
2791.569,1526.524,0
2921.866,1525.14,0
3051.44,1569.711,0
3179.839,1644.076,0
3262.121,1671.001,0
3381.071,1725.155,0
3518.667,1777.844,0
3207.298,1828.861,0
3196.175,1262.639,0
3921.408,1664.639,0
4122.993,170.6309,0
4268.166,2153.553,0
4444.34,2234.163,0
4618.541,2294.192,0
4732.534,2401.382,0
4892.532,2492.396,0
5044.408,2572.712,0
5254.864,2610.887,0
5411.292,2761.837,0
5579.085,2822.153,0
5775.368,2934.063,0
5959.547,2994.431,0
6173.774,3054.158,0
6313.648,3214.58,0
6563.718,3323.349,0
6811.245,3391.608,0
6951.47,3493.47,0
7170.253,3576.125,0
7374.064,3749.504,0
7641.811,3871.103,0
7916.018,3989.146,0
8060.819,1786.315,0
8292.01,1828.865,0
8549.293,1500.26,0
8845.073,1551.283,0
9124.969,1633.586,0
7352.174,1719.259,0
7058.961,1765.892,0
7285.121,1922.797,0
7491.498,2025.949,0
7762.553,2092.654,0
7988.24,2213.157,0
8249.992,2313.89,0
8604.142,2356.811,0
8834.751,2499.386,0
8957.198,2623.405,0
8629.608,2725.326,0
9031.586,2725.326,0
9593.218,2970.153,0
10086.37,3084.213,0
10429.02,3193.501,0
10615.71,3370.763,0
10952.74,3370.763,0
11274.36,3637.95,0
11602.11,3796.433,0
11801.71,3884.539,0
12112.18,4096.688,0
12442,4262.704,0
12919.7,4473.528,0
13307.89,4564.618,0
13541.65,4768.199,0
13882.56,4884.85,0
14138.27,5124.254,0
14530.23,5345.27,0
15003.18,5452.469,0
15336.57,5655.511,0
15674.98,5855.648,0
15837.94,4441.269,0
16267.05,4077.206,0
16755.06,3835.115,0
17183.73,3921.771,0
17444.47,4108.281,0
17884.99,4275.145,0
18314.95,4495.816,0
18514.33,4619.029,0
12730.24,4851.424,0
10609.62,4970.627,0
9179.652,5074.268,0
6797.965,4186.929,0
5824.577,5115.519,0
5918.802,5489.207,0
4410.289,5902.164,0
3007.541,6109.984,0
2349.169,6322.601,0
1791.993,6535.96,0
1820.352,6758.653,0
1906.31,6889.53,0
1925.547,7224.394,0
2048.287,7402.856,0
1424.996,7639.163,0
2201.583,7821.421,0
2264.163,8151.638,0
1769.988,8485.046,0
2089.201,8745.037,0
2450.432,9010.493,0
2534.885,9281.41,0
2609.022,9432.492,0
2636.47,9761.907,0
2732.566,9957.651,0
2802.641,10316.77,0
2871.311,10520.12,0
2974.437,10836.84,0
3066.579,11201.8,0
3157.602,11404.73,0
3198.423,11834.93,0
3296.837,12044.84,0
3394.016,12387.22,0
3493.757,12749.47,0
3604.426,13125.74,0
3663.014,13392.24,0
3778.407,13676.43,0
3905.971,13971.9,0
2204.149,14114.15,0
1431.961,14693.17,0
1501.695,15020.49,0
1579.631,15412.18,0
1647.206,15809.06,0
1711.566,15963.57,0
1780.981,16552.29,-2000
1825.558,17017.89,0
1902.016,17278.67,0
1981.224,17816.91,0
2059.865,18221.87,0
1266.377,18723.7,0
2154.694,18984.35,0
2290.239,19457.51,0
2394.475,19889.15,0
2490.408,20142.61,0
2596.942,20536.22,0
2702.839,21244.79,0
2761.203,21758.32,0
2867.768,22173.3,0
2955.178,22583.94,0
3067.205,23340.48,0
3187.027,23827.34,0
3252.966,24290.16,0
3363.562,24927.39,0
3482.068,25447.65,0
3614.094,25953.84,0
3728.837,25832.67,0
3868.062,25962.25,0
4011.246,26693.11,0
4152.842,27264.35,0
4286.536,27877.24,0
4459.778,28439.34,0
4551.434,29058.21,0
4694.682,29744.13,0
4841.286,30735.26,0
4978.097,30562.45,0
5124.45,32355.78,0
5294.521,33520.77,0
3474.028,34432.22,0
2656.143,35530.78,0
2715.385,36254.7,0
2874.639,36801.04,0
2990.849,37747.27,0
3055.148,38406.02,0
3181.55,38989.06,0
3327.424,39493.73,0
3499.728,40459.54,0
3627.346,41165.77,0
3752.387,42307.84,0
2649.616,42976.7,0
3674.329,43607.68,0
4251.766,44306.33,0
4404.516,45446.91,0
4561.07,46260.83,0
4707.917,46909.91,0
4864.878,47984.51,0
5035.321,48552.76,0
5234.784,49372.75,0
5409.87,41204.19,0
5528.711,39203.02,0
5725.59,39386.56,0
5950.769,40583.86,0
6149.613,41940.09,0
6328.219,43398.9,0
6410.542,32018.79,0
6661.849,44681.7,0
6850.353,48230.53,0
7051.306,49224.48,0
7310.427,50487.93,0
7401.29,51192.37,0
7659.89,52514.77,0
7876.996,53456.41,0
8108.052,54488.86,0
8314.006,55344.25,0
8543.638,56726.58,0
8818.793,57804.29,0
7603.365,58880.21,0
6689.919,59700.91,0
6877.712,61127.21,0
7077.877,62178.37,0
7264.12,63102.27,0
7490.208,52644.68,0
7786.534,26617.79,0
7975.687,5182.276,0
8235.87,3003.673,0
8442.095,3207.95,0
8597.241,2051.396,0
8215.836,5217.86,0
9210.042,4605.938,0
9431.031,4792.776,0
9590.99,5962.623,0
9894.376,6111.419,0
10059.49,6169.377,0
10338.67,5942.083,0
10577.13,6469.861,0
10865.82,6654.686,0
11041.56,6808.965,0
11297.39,6909.702,0
11653.21,7147.36,0
11812.61,7262.063,0
12135.73,7468.999,0
12451.89,7594.845,0
12592.71,7705.125,0
12929.68,7961.861,0
13206.09,8083.128,0
13499.74,8297.588,0
13811.18,8397.349,0
14141.09,8626.531,0
14476.16,8849.51,0
14873.63,9049.749,0
15205.46,9193.44,0
15351.26,9420.908,0
15734.78,9544.787,0
16079.51,9835.18,0
16460.13,10063.4,0
13475.97,10209.68,0
10953.69,10430,0
6311.459,10610.83,0
4744.792,10957.23,0
3607.113,11217.49,0
1762.419,11042.84,0
1438.648,11204.41,0
1425.228,11509.64,0
1454.902,11715.9,0
1494.447,12085.85,0
1526.178,12366.83,0
1595.609,12594.18,0
1628.682,12883.79,0
1698.737,13177.12,0
1282.527,13256.8,0
662.8696,13597.75,0
1748.71,13909.27,0
1759.292,14273.19,0
1951.874,14527.25,0
1901.345,14763.56,0
2053.08,14966.18,0
2111.843,15257.48,0
2172.288,15604.18,0
2233.049,15865.5,0
2300.715,16124.83,0
2358.99,16458.56,0
2427.21,16644.59,0
2497.158,17095.18,0
2532.78,17407.37,0
2611.444,17768.24,0
2695.279,18095.58,0
2771.657,18263.4,0
2817.058,18757.03,0
2893.007,19081.36,0
2970.663,19451.15,0
3050.105,19813.36,0
3145.734,19972.34,0
3233.045,20526.89,0
1621.29,17894.46,0
1143.537,17478.54,0
966.7245,17645.33,0
994.1234,17775.49,0
1038.347,18026.41,0
1061.064,18476.24,0
1113.651,18810.85,0
1162.166,19100.27,0
1212.409,19380.86,0
1260.032,19893.92,0
1318.31,20022.51,0
1378.752,20140.45,0
1409.784,20877.46,0
1011.15,21593.58,0
1511.274,22167.28,0
1595.823,22565.22,0
1630.368,22890.85,0
1698.51,23424.94,0
1763.188,23784.66,0
1829.771,24071.33,0
1901.278,24606.35,0
1971.753,24869.83,0
2060.203,25412.63,0
2138.48,25891.06,0
2178.482,26309.9,0
2256.775,26637.61,0
2351.502,27018.6,0
2434.611,27673.72,0
2523.741,28181.03,0
2615.491,28596.39,0
2666.295,28971.18,0
2750.007,29341.06,0
2848.163,30036.56,0
2953.306,30572.68,0
3009.174,20011.23,0
3132.373,12252.97,0
3236.505,5553.566,0
3301.184,4170.95,0
3414.346,4407.886,0
3540.369,4635.04,0
3619.783,4974.864,0
2707.253,5336.017,0
1796.614,3820.488,0
1880.723,4535.469,0
1971.165,5748.447,0
2026.274,6685.874,0
2114.637,6925.021,0
2209.452,7126.613,0
2269.282,7358.777,0
2380.706,7569.005,0
2431.911,7677.932,0
2540.776,7989.435,0
2363.441,8238.624,0
2760.286,8524.453,0
2861.518,8697.33,0
2919.858,8827.41,0
3025.068,9231.37,0
3132.893,9531.05,0
3257.968,9670.069,0
3391.524,9963.552,0
3518.709,10123.81,0
3591.459,10512.55,0
3724.107,10800.78,0
3832.815,11094.6,0
3971.962,11380.94,0
4126.312,11538.88,0
4202.139,11934.62,0
4362.757,12251.5,0
4453.856,12561.35,0
4627.521,12915.51,0
4793.083,13085.31,0
4883.971,13550.23,0
5055.981,13807.44,0
5252.871,14213.75,0
5441.022,14521.12,0
5626.704,14751.77,0
5728.537,15317.96,0
5921.083,15583.25,0
6118.093,15964.7,0
6264.882,16325.54,0
4487.631,16711.06,0
4466.063,17190.03,0
4455.218,17654.33,0
4617.085,18069.81,0
4776.813,18508.91,0
4921.401,18735.5,0
5011.016,19203.19,0
5174.088,19505.09,0
5368.25,20021.63,0
5470.791,20439.97,0
5673.119,20698.33,0
5411.333,21396.63,0
5848.748,21703.66,0
6239.554,22193.72,0
6353.245,22681.87,0
6553.724,23177.54,0
6798.411,23730.61,0
6983.926,24252.59,0
7098.505,24772.4,0
7323.026,25030.07,0
7552.225,25148.46,0
7786.213,25801.79,0
7909.444,26258.88,0
8150.866,26966.01,0
8378.825,27330,0
8545.587,27817.1,0
8761.876,28464.94,0
9030.124,29100.81,0
9264.492,29929.77,0
9492.999,30053.81,0
9715.224,31245.61,0
9972.133,31912.67,0
10118.08,32286.26,0
10371.73,32944.37,0
10651.52,33314.07,0
10892.41,34301.91,0
11170.85,34784.52,0
11500.1,35582.38,0
8166.715,35973.12,0
7888.201,36763.82,0
4233.729,37620.85,0
3119.123,38409.93,0
2119.249,38901.46,0
1910.578,39680.57,0
1571.348,40144.89,0
1620.778,40884.48,0
1655.177,41968.33,0
1715.471,42716.9,0
1766.4,43474.84,0
1793.475,43834.78,0
1865.02,44973.28,0
1436.445,45712.94,0
1350.053,46367.02,0
2030.813,47091.97,0
2093.339,47824.7,0
2148.103,42810.8,0
2013.763,36365.06,0
2260.02,29509.54,0
2338.003,27781.74,0
2401.312,27389.79,0
2437.726,25443.44,0
2514.868,22533.97,0
2591.082,23922.72,0
2664.524,31447.04,0
2700.678,33682.89,0
2795.812,34131.44,0
2859.5,34633.13,0
2928.784,35371.77,0
3006.979,35812.96,0
3083.43,36455.07,0
3161.367,36952.91,0
3251.357,37445.93,0
3332.706,38111.57,0
3383.06,38447.99,0
3470.934,39242.23,0
3521.018,40101.67,0
3629.657,40607.04,0
1604.701,41205.21,0
1227.734,41548.57,0
1214.427,42276.17,0
1237.717,43071.58,0
1283.741,43693.71,0
1332.765,44135.97,0
1353.858,44546.57,0
1414.989,45684.4,0
1466.108,46361.26,0
1521.051,46760.02,0
1551.457,47690.26,0
1609.486,48796.39,0
1257.876,49480.92,0
1532.247,50021.77,0
1795.741,50554.46,0
1828.558,50842.25,0
1895.78,51421.99,0
1976.033,52409.58,0
2037.513,53222.04,0
2104.523,53921.08,0
2141.544,54762.99,0
2214.241,55689.86,0
2252.838,56608.26,0
2347.186,57467.07,0
2425.733,58050.64,0
2506.531,58787.2,0
2552.763,59891.79,0
2640.578,60693.88,0
2713.38,61382.15,0
2798.695,61705.63,0
2893.785,62904.38,0
2946.164,63868.29,0
3053.391,61980.47,0
3096.417,61797.99,0
3216.342,62326.93,0
3319.169,62867.45,0
3420.352,63977.04,0
3523.954,64489.64,0
3576.663,65109.29,0
3702.04,66132.81,0
3807.604,67128.12,0
1790.491,64811.91,0
1420.319,67847.46,0
1457.002,69469.77,0
1526.892,70894.39,0
1610.391,72321.79,0
1667.767,72774.8,0
1753.589,73983.45,0
1799.235,74793.01,0
1874.055,75405.25,0
1934.907,76378.83,0
2030.57,76903.48,0
1695.127,77996.29,0
2153.914,79015.52,0
2275.492,79678.04,0
2360.427,81070.7,0
2439.918,82610.46,0
2536.965,83590.2,0
2640.798,84469.32,0
2689.767,85356.41,0
2793.913,85821.67,0
2892.267,87287.22,0
3015.334,88735.96,0
3073.753,89294.21,0
3193.107,69023.98,0
3325.424,40897.81,0
3378.476,20003.39,0
3511.773,7089.17,0
3652.349,4452.384,0
3724.108,5128.681,0
3859.973,2758.912,0
4010.07,5165.021,0
4097.6,6392.48,0
4237.026,7466.228,0
4391.392,6968.316,0
4467.123,8134.083,0
4633.331,8343.217,0
4699.785,8697.41,0
4871.982,8932.81,0
5035.942,9107.814,0
5197.398,9450.172,0
3952.121,9662.229,0
3568.168,9501.925,0
3712.09,9599.946,0
3849.713,9812.438,0
3927.693,10027.46,0
4087.153,10251.29,0
4229.274,10532.38,0
4363.703,10951.05,0
4501.252,11213.51,0
4642.007,11450.6,0
4357.897,11790.05,0
4559.444,11461.56,0
4359.974,12420.98,0
5155.605,12736.72,0
5251.698,12848.35,0
5414.717,13123.57,0
5567.895,13637.93,0
5710.435,14183.85,0
5904.465,14686.75,0
6103.044,15339.81,0
6204.038,15793.12,0
6372.46,16238.3,0
6574.222,17196.02,0
6734.174,18391.24,0
6920.213,19357.1,0
7133.641,20355.91,0
7221.859,21187.99,0
7466.266,21327.16,0
7590.584,21953.9,0
7826.503,22694.79,0
8076.329,23403.58,0
8207.794,24254.36,0
8421.32,25030.63,0
8675.465,25595.81,0
8925.73,25809.33,0
9190.651,27353.59,0
9334.835,28018.2,0
9558.974,28590.34,0
9737.019,29357.22,0
6595.906,29983.55,0
3397.223,30518.78,0
2115.914,31415.42,0
1569.751,32000.31,0
1320.695,32636.09,0
1326.382,35325.76,0
1339.848,38219.34,0
1378.701,40628.51,0
1420.164,22394.04,0
1462.594,15417.86,0
1496.045,16176.78,0
1544.275,6424.927,0
1577.134,12201.17,0
1638.245,18780.28,0
916.8576,21570.07,0
1362.472,22211.15,0
1762.528,22732.41,0
1854.825,23419.21,0
1883.146,23645.95,0
1936.682,24354.7,0
2000.547,24952.24,0
2035.402,25446.45,0
2088.667,25946.27,0
2156.909,26729.67,0
2190.987,27301.83,0
2255.141,27821.58,0
2320.908,28311.98,0
2360.017,29137.78,0
2439.894,29824.94,0
2507.242,30434.64,0
2579.218,31025.77,0
2649.9,31516.27,0
2670.635,32405.26,0
2777.016,33251.32,0
2855.897,33703.05,0
2910.535,34166.84,0
3009.194,34836.35,0
3097.502,35431.97,0
3191.729,36086.01,0
3239.772,36696.18,0
3337.794,37248.99,0
905.2793,37989.04,0
923.196,38630.12,0
972.4454,39204.44,0
1004.198,39738.1,0
1047.947,40782.2,0
1097.163,41602.95,0
1124.478,42519.25,0
1176.765,43310.96,0
1209.96,43963.64,0
1274.516,44583.95,0
1332.94,45404.87,0
1365.351,46134.48,0
763.5106,47305.48,0
1465.115,48301.27,0
1537.425,49066.51,0
1605.719,44410.54,0
1668.161,42592.36,0
1704.299,43365.97,0
1775.584,44720.1,0
1816.541,46020.39,0
1897.647,42846.65,0
1978.485,44496.72,0
2019.945,48502.96,0
2101.671,50949.94,0
2186.021,51848.2,0
2223.966,52889.02,0
2326.441,53550.06,0
2421.321,54061.06,0
2515.315,54758.23,0
2565.278,55495.57,0
2651.525,56202.68,0
2756.199,57142.95,0
2847.094,58147.13,0
2901.813,59012.57,0
3004.873,59950.16,0
3110.582,60852.84,0
3177.996,61973.06,0
3292.652,62691.83,0
3405.428,63693.21,-2000
3467.629,64592.4,0
3589.523,65087.2,0
2282.596,40983.38,0
1863.082,27777.03,0
1910.501,15262.94,0
2006.908,8502.84,0
2054.683,8546.164,0
2134.958,9351.173,0
2228.476,6334.955,0
2336.45,7783.792,0
2440.455,11763.24,0
2495.704,12201.34,0
2592.514,11161.08,0
2700.38,12866.44,0
2720.787,13347.69,0
2933.096,13612.08,0
3045.068,14013.15,0
3104.469,14423.25,0
3235.193,14723.75,0
3316.464,14962.38,0
3443.556,15366.96,0
3518.417,15669.14,0
3650.839,16131.11,0
3781.419,16495.26,0
3861.327,8735.005,0
4013.619,5474.837,0
4158.802,4638.618,0
4313.677,4165.776,0
4401.548,4380.926,0
4544.854,4579.45,0
4728.81,4823.393,0
4892.605,5059.253,0
5060.457,5100.008,0
5152.519,4473.461,0
5340.171,4180.18,0
5463.287,6000.993,0
5651.61,6227.314,0
5743.843,6332.916,0
5931.359,6491.787,0
6130.494,6831.059,0
6220.45,7061.001,0
4713.208,7248.734,0
4607.519,7509.219,0
4691.022,7794.957,0
4830.374,8008.606,0
4991.21,8160.805,0
5136.418,8527.46,0
5271.414,8710.991,0
5428.595,9020.153,0
5582.147,9216.917,0
5724.884,9550.289,0
5891.039,9723.039,0
5694.271,10030.9,0
6247.564,10380.18,0
6423.774,10627.87,0
6528.107,10428.8,0
6701.978,10567.3,0
6871.16,10775.77,0
7027.436,10892.23,0
7234.187,11333.32,0
7453.183,11518.24,0
7560.184,11978.86,0
7772.987,12325.76,0
7967.421,12840.37,0
8191.042,13217.11,0
8313.131,13075.71,0
8551.913,13896.55,0
8795.072,14416.22,0
8950.463,14789.16,0
9154.217,15076.98,0
9398.886,15609.77,0
9647.748,16211.29,0
9793.23,16692.68,0
10019.01,17138.1,0
10223.6,17497.59,0
10460.07,17814.69,0
10726.41,18469.87,0
11018.1,18824.9,0
11250.89,19193.46,0
11497.69,19618.72,0
8340.748,20210.04,0
6161.208,20810.8,0
4671.854,21600.99,0
3465.573,21887.85,0
2661.495,22318.74,0
1808.952,23044.34,0
1644.852,23540.79,0
1607.406,20837.04,0
1651.573,19174.74,0
1681.576,18625.17,0
1753.757,18224.62,0
1802.683,18497.39,0
1829.832,19082.32,0
1475.667,19346.91,0
1246.16,19737.59,0
2019.663,20114.86,0
2084.733,20467.04,0
1854.766,17493.85,0
2167.504,19808.93,0
2235.403,20228.22,0
2315.776,22507.97,0
2373.404,23015.83,0
2440.713,23321.42,0
2506.73,23942.33,0
2544.699,24227.09,0
2608.22,24898.28,0
2695.311,25187.33,0
2772.279,25456.7,0
2841.925,26205.13,0
2928.219,26618.83,0
2977.344,27056.74,0
3060.72,27510.07,0
3142.524,27848.85,0
3222.542,28674.82,0
3304.147,29108.8,0
3387.339,29847.05,0
3421.829,30221.73,0
3539.742,30950.74,0
3627.591,31823.72,0
3740.781,32361.49,0
1309.624,32468.91,0
1228.511,32826.8,0
1274.745,33685.97,0
1320.423,34366.42,0
1371.344,34981.64,0
1397.397,35548.29,0
1450.72,36493.03,0
1473.768,37279.54,0
1542.468,37773.21,0
1597.85,38494.75,0
1654.766,39731.38,0
1715.764,40498.39,0
1141.021,41070.59,0
1835.867,41683.55,0
1902.366,42464.49,0
1936.374,43537.21,0
2003.198,44264.34,0
2069.115,44864,0
2122.523,45650.5,0
2186.518,46335.43,0
2253.193,46914.85,0
2321.349,47557.51,0
2394.058,48236.41,0
2434.153,48889.13,0
2525.422,49573.29,0
2599.614,50606.98,0
2685.522,51612.09,0
2729.33,52462.16,0
2808.247,53703.48,0
2889.04,54501.66,0
2919.437,55799.2,0
3045.196,56254.89,0
3139.051,56855.89,0
3184.93,57499.87,0
3278.332,58455.06,0
3377.955,59368.46,0
3475.903,60213.21,0
3580.382,60999.97,0
3635.699,61981.88,0
3743.978,63143.26,0
2248.409,63899.14,0
1500.882,64390.79,0
1191.619,65721.59,0
1248.987,66551.01,0
1301.818,67584.34,0
