0,0
0,0
0.121,0
0.4473997,0
1.033099,0
2.005598,0
3.231496,0
3.997095,0
5.705992,0
7.814089,0
10.19759,0
13.16758,0
16.95958,0
21.16297,0
23.39597,0
29.97895,0
36.46394,0
43.16233,0
48.64992,0
56.43882,0
66.30637,0
71.4424,0
85.91183,0
97.34408,0
112.9179,0
122.326,0
137.815,0
154.6673,0
165.5987,0
190.7407,0
212.6147,0
235.1644,0
262.7821,0
287.951,0
314.84,0
343.4713,0
372.4709,0
409.1791,0
430.7831,0
437.7538,0
477.3823,0
498.9446,0
551.3322,0
594.0511,0
647.0446,0
703.2652,0
753.7999,0
809.126,0
859.7983,0
915.2711,0
904.6902,0
1062.091,0
1135.282,0
1171.653,0
1253.229,0
1338.777,0
1424.885,0
1514.877,0
1559.487,0
1647.572,0
1743.187,0
1829.332,0
1896.781,0
2009.879,0
2118.122,0
2244.558,0
2356.289,0
2411.041,0
2528.335,0
2681.67,0
2807.678,0
2943.358,0
3042.162,0
3179.513,0
3365.028,0
3454.094,0
3617.235,0
3778.79,0
3924.151,0
4051.765,0
4226.317,0
4390.863,0
4551.99,0
4280.999,0
4193.355,0
4348.411,0
4451.643,0
4627.487,0
4793.564,0
4896.675,0
5115.145,0
5277.613,0
5455.24,0
5624.625,0
5632.587,0
5781.714,0
6155.14,0
6482.86,0
6701.864,0
6902.698,0
7063.564,0
7324.294,0
7561.6,0
7814.868,0
8068.734,0
8289.74,0
8396.434,0
8711.283,0
8955.61,0
9227.562,0
9458.496,0
9800.484,0
9968.655,0
10138.82,0
10547.9,0
10824.82,0
11215.98,0
11507.44,0
11790.6,0
12092.44,0
12427.86,0
12827.36,0
13176.96,0
13503.28,0
13729,0
14141.93,0
14547.76,0
9567.973,0
7925.653,0
6700.124,0
5644.484,0
4758.906,0
4470.661,0
4469.483,0
4596.574,0
4750.452,0
4843.75,0
5071.698,0
4523.986,0
3415.858,0
5209.841,0
5088.106,0
5512.332,0
5552.273,0
6112.341,0
6190.75,0
6418.13,0
6593.987,0
6765.976,0
6870.935,0
7089.012,0
7274.697,0
7421.805,0
7705.64,0
7907.232,0
8018.191,0
8217.571,0
8474.622,0
8683.132,0
8895.839,0
9084.293,0
9314.9,0
9510.853,0
9760.769,0
10026.64,0
10245.85,0
10362.29,0
10674.65,0
10905.77,0
11163.8,0
10312.25,0
10560.29,0
10854.91,0
10994.11,0
11255.17,0
11521.6,0
11793.54,0
12071,0
12342.19,0
12618.68,0
12900.52,0
12268.15,0
13519.07,0
13687,0
14042.64,0
14378.49,0
14707.17,0
14859.92,0
15226.31,0
15571.22,0
15893.07,0
16070.9,0
16492.21,0
16860.58,0
17235.81,0
17601.88,0
