Counter,Q,Time
9509.802,27445.94,0
9820.269,27825.21,0
9968.794,28315.41,0
10417.3,29155.83,0
10780.65,29828.49,0
11105.58,30422.11,0
11430.29,30671.08,0
11601.92,31201.51,0
12084.69,32137.79,0
12486.38,32681.56,0
12860.05,33352.67,0
13241.34,33594.81,0
13614.98,34205.91,0
14216.97,35145.54,0
14682.55,35903.39,0
14935.67,36543.98,0
15408.85,36854.42,0
15645,37490.02,0
16298.43,38110.25,0
16614.31,38724.44,0
17059.81,39291.43,0
17540.85,40001.67,0
17798.67,41098.27,0
18096.49,42334.89,0
15068.7,43399.69,0
12627.56,44340.08,0
8487.203,45110.04,0
5916.665,46143.02,0
4204.41,46986.68,0
4068.551,35625.15,0
4409.503,33781.64,0
4174.841,33445.79,0
1482.506,34439.78,0
4586.864,35415.04,0
5861.774,36661.15,0
6056.111,38039.19,0
6223.073,35299.06,0
6432.17,38168.42,0
6610.988,42528.61,0
6775.448,43780.29,0
6858.83,45405.62,0
7091.261,46729.88,0
7283.889,47985.09,0
7445.665,49821.72,0
7677.542,52450.28,0
7862.427,55326.75,0
8060.246,57373.31,0
8328.006,42319.38,0
8530.037,11167.01,0
8661.077,3150.42,0
3363.83,2587.296,0
1703.248,2597.01,0
1543.466,1667.461,0
1582.259,3047.891,0
1643.879,4641.263,0
1674.879,4738.561,0
1730.115,4876.048,0
1851.27,4968.747,0
1937.104,5007.915,0
2010.653,5087.209,0
2047.571,5265.491,0
1365.682,4990.317,0
2143.253,5236.282,0
2001.18,5502.608,0
2450.469,5647.106,0
2535.854,5850.215,0
2635.804,5954.892,0
2668.325,6124.38,0
2802.178,6200.641,0
2897.576,6382.969,0
2950.809,6529.843,0
3138.752,6644.827,0
3272.054,6838.011,0
3347.863,6838.011,0
3488.467,7102.816,0
3565.767,7255.672,0
3716.48,7364.627,0
3779.656,7566.633,0
3956.463,7720.822,0
4082.564,7918.229,0
4205.913,8048.262,0
4280.717,8271.616,0
4434.152,8370.451,0
4615.818,8635.797,0
4754.751,8793.637,0
4900.253,4008.179,0
5104.212,1287.658,0
3268.252,1346.775,0
2634.075,1458.556,0
2715.853,1536.965,0
2784.784,1656.955,0
2929.021,1717.707,0
3075.944,1772.661,0
3236.399,1940.002,0
3385.705,2039.791,0
3526.438,1856.863,0
3618.137,2244.377,0
3435.272,2413.123,0
3738.459,2536.643,0
4067.173,2654.752,0
4256.198,2769.122,0
4337.59,2835.268,0
4581.396,3016.407,0
4772.456,3091.892,0
4942.94,3205.881,0
5137.027,3424.454,0
5221.098,3513.68,0
5568.237,3741.082,0
5753.142,3923.37,0
5937.994,4041.758,0
6126.915,4224.113,0
6244.854,4317.515,0
6598.9,4570.255,0
6905.15,4683.854,0
7138.732,4878.928,0
7382.684,5064.035,0
7622.387,5266.051,0
7779.222,5490.281,0
8134.116,5751.032,0
8277.783,5884.625,0
8581.611,6019.645,0
8770.031,6336.45,0
9115.622,6478.369,0
9335.868,6907.77,0
7458.547,7186.6,0
7605.345,7326.373,0
7936.518,7647.724,0
8230.194,8021.296,0
8414.141,8226.216,0
8751.3,8597.144,0
8943.259,8845.029,0
9312.491,8982.828,0
9668.229,9428.841,0
9898.444,9699.869,-2000
10313.74,10100.68,0
9282.292,10289.43,0
10910.6,10506.25,0
11281.65,10982.25,0
11627.32,11330.16,0
11903.7,11623.46,0
12319.88,11942.86,0
12520.97,12253.82,0
13063.57,12580.03,0
13341.01,12893.82,0
13768.87,13220.31,0
14002.09,13866.83,0
14553.16,14068.78,0
15114.51,14391.21,0
15615.03,14969.25,0
16066.74,15437.75,0
16335.15,15839.85,0
16961.7,16197.44,0
17376.5,16552.96,0
18002.54,17222.41,0
18321.42,17682.8,0
18961.29,12997.15,0
19576.98,10386.01,0
20015.13,8135.427,0
20287.33,7693.284,0
14467.7,7348.782,0
9357.662,5674.437,0
5307.555,7614.268,0
3727.586,9868.327,0
3402.619,11265.61,0
2783.167,11578.99,0
3952.235,11936.8,0
6013.676,12379.28,0
6442.009,12674.59,0
6629.022,12928.47,0
6785.132,13128.25,0
6933.396,13505.2,0
7019.239,13730.14,0
7208.1,13951.35,0
7370.685,14186.52,0
4825.944,14419.35,0
2808.908,14831.42,0
1132.719,15154.16,0
1065.285,15429.5,0
1052.599,15768.92,0
1108.746,15939.77,0
1162.347,16296.91,0
1234.363,16824.02,0
1294.442,17175.34,0
1344.88,17458.75,0
1025.607,18016.65,0
630.4929,18507.01,0
1503.395,18663.72,0
1643.668,19091.43,0
1724.701,19754.98,0
1753.472,20100.98,0
1859.188,20571.56,0
1922.853,20904.79,0
1990.086,21541.93,0
2059.427,21944.21,0
2133.165,22234.14,0
2189.973,22734.9,0
2308.575,22734.9,0
2395.968,23523.65,0
2478.291,23980.64,0
2539.076,24266.71,0
2578.95,24907.54,0
2712.13,25650.49,0
2818.41,25899.21,0
2934.883,25876.37,0
3032.3,26012.7,0
3134.754,26130.46,0
3252.154,26618.74,0
3393.137,27063.69,0
3533.785,27754.54,0
2160.017,28471.91,0
1489.843,28912.44,0
1496.694,29453.85,0
1652.175,29978.78,0
1750.664,30653.81,0
1803.344,31497.23,0
1920.049,31962.1,0
2013.111,32528.69,0
2134.973,32873.52,0
2195.628,33539.61,0
2322.859,34095.6,0
2198.59,34456.59,0
2417.699,35023.88,0
2673.938,35686.72,0
2782.443,36435.68,0
2896.488,37015.87,0
3013.628,37656.9,0
3153.346,37980.61,0
3300.238,38700.33,0
3425.166,39274.86,0
3571.441,39676.52,0
3709.476,40478.06,0
3870.21,40889.4,0
4019.385,41485.22,0
4205.74,42402.91,0
4391.145,43008.84,0
4557.08,25777.12,0
4838.459,25238.07,0
5027.521,24275.07,0
5253.182,24637.19,0
5457.304,25088.79,0
5633.548,25531.15,0
5843.268,25750.69,0
6049.542,26136.64,0
6260.756,26830.08,0
6486.069,27332.26,0
5717.814,20803.34,0
5767.251,28080.18,0
5907.684,29057.55,0
6144.279,29493.82,0
6265.045,29852.41,0
6520.51,30684.71,0
6746.657,31122.73,0
6968.943,31517.69,0
7258.888,32073.89,0
7394.783,32439.41,0
7666.92,33206.79,0
6600.383,34002.77,0
8161.77,34646.59,0
8409.324,34888,0
8618.599,35738.85,0
9025.297,36301.18,0
9330.053,36859.89,0
9647.663,37303.11,0
9918.988,38248.3,0
10201.59,38753.94,0
10479.37,39481.02,0
10910.08,39985.55,0
11276.91,27937.78,0
11453.7,13943.53,0
11900.88,7386.616,0
12159.96,4581.042,0
12605.29,3921.545,0
12839.31,4259.2,0
13214.21,4647.816,0
13574.41,4031.014,0
13941.33,4085.401,0
14369.05,4294.758,0
14641,5923.095,0
15059.56,6116.657,0
15453.79,6259.968,0
15863.27,6537.837,0
16112.49,6820.391,0
13167.17,7026.371,0
9409.452,7275.944,0
5563.016,7411.967,0
4259.578,7549.868,0
3904.629,7923.667,0
4281.366,8176.989,0
3477.719,8310.584,0
2739.031,8592.342,0
4211.384,8755.729,0
5553.192,9150.781,0
5706.981,9326.897,0
5903.044,6676.687,0
6064.914,6025.043,0
6230.444,5834.611,0
6340.688,5599.387,0
6582.084,5675.368,0
6669.502,5797.735,0
6959.774,5948.809,0
7177.875,6152.292,0
7246.274,6351.392,0
7496.764,5546.612,0
7597.364,5184.188,0
7818.263,6638.259,0
8065.422,7054.734,0
8266.7,7290.767,0
8471.951,7411.123,0
8596.121,7640.801,0
5434.998,7800.342,0
2096.234,7990.929,0
1864.48,8076.754,0
1891.923,8291.024,0
1952.888,8526.655,0
2064.017,8703.704,0
2144.24,8857.308,0
2240.438,9113.135,0
2301.899,9190.685,0
2432.747,9570.726,0
1936.739,9827.144,0
2500.013,9955.36,0
2395.162,10224.47,0
2724.437,10503.88,0
2974.002,10648.11,0
3088.973,10910.28,0
3158.825,10693.25,0
3275.063,10636.73,0
3343.66,10981.64,0
3510.417,11185.09,0
3562.959,11445.19,0
3687.129,11629.08,0
3822.286,11815.63,0
3937.812,12144.96,0
4050.71,12371.19,0
4141.746,12552.84,0
4275.711,12497.37,0
4413.029,12756.53,0
4504.519,13398.81,0
4650.344,13649.99,0
4821.369,13847.62,0
4943.46,14196.88,0
5103.044,14471.98,0
5272.966,14802.43,0
5361.2,15120.5,0
5585.032,15370.75,0
3959.925,15566.51,0
2942.35,16047.26,0
2292.602,16322.5,0
2170.313,16589.66,0
2253.875,16885.51,0
2387.445,17160.75,0
2477.106,17606.62,0
2551.101,17911.54,0
2624.739,18168.01,0
2818.101,18602.59,0
2738.401,18758.55,0
2438.707,19288.91,0
3041.568,19640.15,0
3024.771,19932.25,0
3433.965,20366.44,0
3551.158,12955.53,0
3668.746,7506.168,0
3797.489,5381.598,0
3863.156,3578.182,0
4005.567,3736.958,0
4154.856,3847.613,0
4293.394,4006.695,0
4456.792,4254.429,0
4595.433,4438.08,0
4857.422,4605.011,0
5025.42,4197.708,0
5183.926,4969.214,0
5346.001,5166.333,0
5504.746,5322.681,0
5707.243,5549.7,0
5900.193,5761.074,0
6078.743,5862.763,0
6265.276,6081.598,0
6444.024,6191.218,0
6634.786,6294.269,0
6792.003,6610.821,0
5441.311,6756.552,0
4916.65,7011.788,0
4971.836,7168.212,0
5227.769,7331.584,0
5362.972,7675.521,0
5585.594,7833.064,0
5693.844,8089.338,0
5953.772,8334.295,0
6241.739,8591.093,0
6489.419,8930.707,0
6626.356,9206.353,0
6868.743,9359.79,0
7266.254,9672.247,0
7519.5,9953.232,0
7732.101,8707.969,0
7958.541,7002.909,0
8068.757,6505.714,0
8322.036,6584.512,0
8544.348,6730.439,0
8825.072,6879.307,0
9053.129,7031.364,0
9274.704,7189.393,0
9603.364,7329.296,0
9884.424,7467.892,0
10194.04,6626.686,0
10487.35,6731.884,0
10633.35,7673.244,0
11013.83,8370.2,0
11342.49,8659.422,0
11653.14,8839.246,0
11969.99,9061.29,0
12124.3,9175.992,0
12595.96,9266.621,0
12809.88,9575.391,0
13170.05,9722.968,0
13509.53,10004.71,0
8260.159,10226.26,0
5131.56,10447.23,0
3577.418,10774.35,0
2956.911,10981.7,0
2715.318,11192.32,0
2742.367,11448.57,0
2912.821,11595.14,0
2239.997,11892.88,0
2291.632,12152.31,0
2283.877,12311.21,0
3006.743,12613.84,0
3785.416,12824.15,0
3876.282,12815.41,0
4021.048,13008.7,0
4153.082,13356.44,0
4212.285,13571.77,0
4391.726,13943.26,0
4546.762,14176.21,0
4608.131,14575.01,0
4839.828,14955.19,0
4924.637,15094.99,0
5073.268,15153.04,0
5337.86,15828.04,0
5539.964,16164.09,0
5710.376,16361.39,0
5842.274,16554.64,0
6060.766,16835.8,0
6159.414,17118.62,0
6364.592,17607.14,0
6463.63,17902.04,0
4326.346,18129.18,0
2354.176,18644.13,0
2154.14,18980.62,0
1832.949,19246.56,0
1784.871,19717.7,0
1802.438,19900.36,0
1925.333,20492.45,0
2017.308,20827.13,0
2098.146,21277.5,0
2177.909,21486.92,0
2261.36,21972.08,0
1927.775,22357.38,0
2481.869,22811.24,0
2634.863,23144.67,0
2623.525,23636.25,0
2909.943,24012.73,0
3043.73,12097.25,0
3137.194,8964.984,0
3278.956,6122.399,0
3349.042,5385.691,0
3541.892,4404.787,0
3696.243,4438.24,0
3772.455,4614.497,0
3945.992,4783.309,0
4034.92,5002.426,0
4228.32,4388.312,0
4354.44,3606.016,0
4537.125,3295.443,0
4632.177,5619.778,0
4809.625,6044.363,0
5033.968,6237.208,0
5139.378,6344.436,0
5386.527,6641.249,0
5576.952,6826.077,0
5675.924,6987.474,0
4145.881,7270.313,0
3188.173,7270.313,0
2835.342,7661.315,0
2962.063,7871.491,0
3048.104,8025.673,0
3138.519,8323.609,0
3338.611,8552.829,0
3468.113,8814.945,0
3566.125,9012.136,0
3655.709,9382.729,0
3889.664,9485.857,0
3053.594,9897.002,0
4149.552,10095.38,0
4266.559,10395.52,0
4433.729,10623.19,0
4652.476,10825.99,0
4760.852,11179.6,0
4944.365,11423.96,0
5046.976,11803.86,0
5235.297,11965.42,0
5428.1,12128.66,0
5603.289,12418.48,0
5858.029,12823.25,0
5974.104,13092.62,0
6219.082,13435.46,0
6450.105,13760.68,0
6735.65,14296.11,0
7007.876,14643.67,0
7278.937,14928.94,0
7528.96,15225.28,0
7785.174,15518.93,0
7977.73,16041.95,0
8285.774,16427.01,0
8432.016,16759.38,0
8846.688,17044.73,0
9112.407,17424.22,0
6952.194,17803.03,0
6204.531,18180.16,0
6271.399,18749.1,0
6429.534,19166.03,0
6776.58,19339.7,0
7030.49,20088.93,0
7239.301,20519.29,0
7428.476,20859.73,0
7606.471,21320.18,0
7986.553,21643.34,0
8328.093,22236.03,0
6799.028,22746.99,0
8938.231,23026.13,0
9330.656,23623.91,0
9591.467,24019.02,0
9816.688,24694.78,0
10218.48,25243.14,0
10551.91,25718.58,0
10894.86,26041.45,0
11178.88,26776.7,0
11429.22,27526.43,0
11808.82,28098.41,0
12401.57,28981.84,0
12838.55,29617.26,0
13307.91,30125.9,0
13671.47,30663.75,0
13967.26,31266.8,0
14580.25,31774.57,0
15085.03,32278.49,0
15562.15,32806.54,0
16222.85,33610.04,0
16716.24,34402.29,0
13371.06,34916.74,0
10222.57,35879.38,0
7134.179,36499.15,0
4869.169,37310.66,0
3879.231,37880.74,0
3762.767,38694.55,0
3035.437,39216.45,-2000
2231.602,40166.59,0
5690.011,40977.82,0
5386.196,41458.77,0
6514.967,42355.63,0
6736.97,42881.92,0
6919.073,43188.21,0
7093.107,38418.41,0
7363.982,33788.1,0
7534.017,27108.52,0
7682.549,23545.17,0
6203.373,20648.65,0
3889.098,19900.2,0
2575.001,20919.92,0
2228.444,19304.53,0
2182.275,17475.17,0
2243.763,20806.19,0
2362.94,24149.71,0
2469.227,24356.39,0
2549.42,24886.39,0
1741.019,25273.53,0
1957.486,25515.78,0
1740.491,25883.41,0
2398.165,26351.93,0
3018.263,26552.1,0
3129.597,26987.11,0
3199.104,27329.38,0
3305.913,27652.58,0
3380.873,28065.68,0
3505.616,28437.1,0
3582.363,28950.69,0
3709.161,29235.37,0
3774.125,22657.93,0
3930.643,22022.6,0
4098.038,22057.31,0
4221.52,22261.16,0
4317.607,22583.91,0
4475.955,22785.67,0
4558.41,23156.46,0
4724.587,23330.45,0
4830.751,23661.3,0
5011.416,22747.35,0
5105.504,21951.48,0
5204.195,23645.83,0
5460.076,24573.35,0
2323.731,25127.1,0
1641.902,25436.7,0
1207.623,25761.03,0
1196.784,26058.25,0
1321.392,26335.53,0
1403.355,26658.78,0
1471.317,27032.62,0
1574.808,27331.89,0
1677.307,27648.47,0
1746.383,27958.15,0
1832.254,28178.14,0
1638.403,28623.89,0
1949.792,28892.32,0
2147.686,29249.79,0
2249.992,29597.74,0
2344.723,30032.03,0
2443.506,30420.86,0
2577.114,30769.58,0
2690.637,31130.58,0
2807.722,31512.12,0
2918.285,31780.07,0
3034.565,32267.49,0
3148.707,32510.38,0
3299.116,32389.94,0
3474.65,32420.1,0
3632.85,32777.89,0
3765.525,33088.16,0
3926.69,33579.75,0
4082.899,34016.54,0
4250.068,34380.05,0
4408.368,34699.7,0
4570.774,35172.18,0
4766.231,35441.64,0
4971.441,35721.41,0
5087.738,36129.47,0
5298.913,36392.63,0
4655.744,37025.67,0
4733.74,37372.26,0
4912.765,37873.13,0
5092.704,38283.99,0
5230.976,38783.48,0
5495.788,39090.04,0
5629.717,39655.61,0
5962.259,39960.23,0
6137.907,40454.71,0
5877.432,40936.63,0
6132.047,41193.69,0
6837.299,41830.82,0
7134.662,42109.31,0
7306.444,42699.72,0
7587.705,43123.35,0
7821.407,43591.08,0
8019.892,44243.83,0
8340.716,44844.21,0
8639.677,45168.56,0
8818.227,45824.52,0
9160.904,46231.39,0
9352.825,46925.05,0
9722.746,47423.86,0
10035.14,47907.39,0
10483.5,48321.89,0
10857.49,34451.21,0
11286.29,16292.69,0
11600.93,8539.74,0
11816.95,6865.232,0
12310.99,6883.442,0
12575.42,7053.533,0
12928.76,7234.913,0
13224.99,7415.536,0
13695.94,7599.544,0
14011.49,6927.266,0
8764.416,7784.252,0
5890.699,8133.466,0
4637.586,6826.644,0
4320.128,7156.354,0
4341.864,9043.316,0
4577.108,9273.424,0
4826.036,9552,0
5068.826,9693.794,0
3597.403,10083.71,0
3570.132,10360.24,0
4321.708,10584.91,0
6034.093,10883.5,0
6252.708,11128.43,0
6529.488,11394.59,0
6680.335,11648.72,0
6913.476,11930.65,0
7031.965,12212.34,0
7304.28,12469.38,0
7565.439,12731.88,0
7840.83,13071.79,0
8098.785,13388.24,0
8353.559,13717.55,0
8470.975,14126.92,0
8841.167,14450.72,0
9082.701,13398.96,0
9366.021,12762.48,0
9608.072,12263.08,0
9926.622,12461.29,0
10202.03,12728.22,0
10408.04,13021,0
7576.61,13366.88,0
5775.466,13729.48,0
4361.754,14060.17,0
4017.845,13282.72,0
3977.501,14383.39,0
4108.966,14885,0
4240.482,15181.93,0
4371.928,15684.73,0
4557.364,15913.67,0
4742.134,16327,0
4533.125,16484.37,0
4979.257,16945.97,0
4533.286,17284.74,0
3895.236,17643.21,0
5831.793,17902.22,0
6052.293,18424.81,0
6217.652,18708.74,0
6492.369,19163.93,0
6712.377,19395.59,0
6912.975,19973.13,0
7100.054,20306.1,0
7277.165,20757.87,0
7607.728,21082.48,0
7860.871,21635.59,0
8098.39,21891.66,0
8375.678,22402.88,0
8508.193,22692.09,0
8899.161,23157.81,0
9177.845,23269.29,0
9413.087,23433.42,0
9664.014,23927.98,0
9931.39,24193.76,0
10152.9,24732.39,0
10705.77,25076.04,0
7897.033,25612.08,0
5464.566,26029.2,0
4687.363,26627.91,0
4146.021,26894.42,0
4171.959,27292.96,0
4342.507,27449.55,0
4445.238,28046.55,0
4609.665,28786.62,0
4765.677,29363.28,0
5038.881,29634.86,0
4626.181,30225.05,0
4925.893,30751.72,0
5781.646,31296.38,0
5922.35,31844.23,0
6083.315,32381.39,0
6442.147,32795.09,0
6652.953,33467.47,0
6843.69,33813.38,0
7085.614,34162.14,0
7201.945,34902.9,0
7447.659,35528.12,0
7608.83,36115.13,0
7859.981,36590.45,0
8126.719,37385.82,0
8260.19,37914.88,0
8577.164,38567.9,0
8775.006,39309.27,0
9069.097,39754.53,0
9333.624,40670.55,0
9475.966,41141.54,0
9874.349,42003.14,0
10055.96,30964.75,0
10341.43,23307.37,0
10696.46,14215.97,0
6226.058,11298.74,0
4193.151,9494.255,0
4278.421,9358.419,0
4444.11,9728.715,0
4608.547,10199.54,0
4752.821,8989.439,0
4932.531,9387.194,0
5091.294,7988.102,0
5237.335,11480.57,0
4038.605,12605.41,0
4681.409,12975.96,0
5798.774,13278.36,0
6130.156,13553.8,0
6267.127,13937.17,0
6371.435,14212.24,0
6656.357,14474.32,0
6806.678,14884.65,0
7047.691,15268.54,0
7166.392,15566.77,0
7399.633,16088.4,0
7607.769,16346.76,0
7823.882,16873.03,0
8030.866,17210.43,0
8232.622,17510.88,0
8423.799,18028.65,0
8736.817,18514.18,0
9043.368,18835.08,0
9202.295,19368.52,0
9531.929,19630,0
9848.736,20113.31,0
10184.51,20617.77,0
10369.22,20971.24,0
10782.33,21338.28,0
10952.05,22031.35,0
8028.349,22402.84,0
5995.422,23049.8,0
3817.822,23423.69,0
3248.581,23730.82,0
3154.186,24532.74,0
3204.469,24843.71,0
3303.751,25361.75,0
3456.298,25825.54,0
3611.347,26259.88,0
3757.513,26948.05,0
3899.52,27291.73,0
4034.974,27944.97,0
3036.547,28276.14,0
3954.468,29145.19,0
4671.559,29531.7,0
4814.255,30293.03,0
5068.037,30749.76,0
5200.858,31486.45,0
5415.9,32423.8,0
5522.227,33110.89,0
5630.146,33699.59,0
5975.446,34257.96,0
6149.309,34849.28,0
6318.595,35540.29,0
6491.321,36215.05,0
6663.325,36791.4,0
6918.216,37716.88,0
7119.282,38352.77,0
7285.396,36893.23,0
7565.627,37166.22,0
7696.942,37729.2,0
8052.299,38434.88,0
8324.361,39294.72,0
8465.322,40142.17,0
8889.727,40935.44,0
6034.474,41311.89,0
4752.556,41873.16,0
3795.811,42440.14,0
3867.038,42909.28,0
3993.967,44367.47,0
4145.087,45405.55,0
4367.241,46126.21,0
4563.354,46746.62,0
4729.714,47361.58,0
4872.179,47997.77,0
5018.583,48624.95,0
3753.416,49647.26,0
4187.804,50507.02,0
5690.98,51349.41,0
5870.527,52250.83,0
6086.08,53344.81,0
6291.356,54072.37,0
6472.637,55424.89,0
6632.351,56539.15,0
6855.764,57716.25,0
7110.342,58839.78,0
7335.402,59819.98,0
7509.956,60793.26,0
7844.271,61686.7,0
8025.512,62627.07,0
8025.512,58271.8,0
8551.107,54823.63,0
8777.769,52752.27,0
9126.097,51720.39,0
9304.093,50325.54,0
9763.613,50371.78,0
10014.2,51147.59,0
10399.15,52016.91,0
10601.76,52856.53,0
10831.8,52797.25,0
8279.646,49996.76,0
4978.291,48725.93,0
4484.32,53835.84,0
4303.536,57524.74,0
4024.763,58686.05,0
4043.87,59501.19,0
4149.528,60279.34,0
4309.037,60771.51,0
4454.086,61625.8,0
4589.798,62616.17,0
3953.867,63040.06,0
4108.849,63870.68,0
4275.98,64775.04,0
5097.096,65821.18,0
5457.436,66847.66,0
5885.87,67399.24,0
6111.702,68326.73,0
6245.347,68922.3,0
6519.159,69918.66,0
6767.259,70386.48,0
6897.676,71382.5,0
7186.731,72639.02,0
7332.295,73336.84,0
7729.384,59954.95,0
8018.905,48639.4,0
8186.402,29306.09,0
8457.579,17792.57,0
8585.294,5965.047,0
9013.968,4297.155,0
9326.415,4834.849,0
9484.074,4008.628,0
9860.921,4096.576,0
10026.67,5278.695,0
10387.81,5941.619,0
7941.792,6928.383,0
5054.932,7028.828,0
4411.853,7284.036,0
4426.129,7394.184,0
4578.495,7666.256,0
4728.238,7860.631,0
4870.656,8058.614,0
5012.977,8269.527,0
5158.428,8498.621,0
5368.205,8708.262,0
5024.074,8887.546,0
