0,0,0
0,0,0
0.2024999,0,0.4999996
0.4792995,0,0.7441993
0.7452992,0,1.723798
1.415298,0,2.315297
2.640197,0,4.411794
3.967695,0,6.531291
5.899692,0,9.210886
3.313295,0,10.77608
3.823294,0,14.11848
1.641698,0,18.30687
2.629696,0,23.41577
3.275796,0,26.51256
4.739893,0,32.28095
6.460291,0,41.13943
9.209887,0,51.25452
12.45528,0,61.29953
14.37768,0,73.07243
18.47737,0,84.11901
22.62657,0,92.25958
25.39686,0,112.0202
20.72087,0,130.132
39.10183,0,140.2137
47.74427,0,157.8789
56.01,0,177.1348
68.34664,0,212.6772
82.87871,0,198.6685
81.00482,0,213.4587
88.10568,0,244.1348
101.7708,0,259.9636
116.1638,0,303.7296
135.3562,0,332.0672
155.0476,0,363.5365
166.8132,0,395.4452
187.906,0,429.1895
208.9674,0,491.8298
245.1192,0,536.1559
269.1286,0,596.5414
297.0725,0,644.5509
326.9627,0,688.5406
354.7232,0,743.3445
389.7433,0,777.5393
433.6103,0,839.1558
466.1379,0,908.8386
498.5132,0,979.3439
534.0334,0,1050.416
585.699,0,1115.973
625.0943,0,1187.159
678.3381,0,1255.031
721.8322,0,1289.911
771.5976,0,1391.616
839.9953,0,1477.396
881.6798,0,1566.552
963.1709,0,1655.348
1026.485,0,1700.955
1059.178,0,1842.638
1155.565,0,1932.898
1233.06,0,2038.874
1304.429,0,2104.199
1339.497,0,2188.836
1424.804,0,2383.608
1548.857,0,2446.072
1635.482,0,2599.352
1533.139,0,2469.787
1224.622,0,2571.146
811.9923,0,2725.771
533.8002,0,2839.167
469.0743,0,2971.786
456.4516,0,3058.788
454.3178,0,3210.349
452.9038,0,3370.851
489.5745,0,3512.667
516.6202,0,3646.131
535.6538,0,3808.227
559.6431,0,3955.563
476.2277,0,4113.253
584.949,0,4302.401
650.4557,0,4399.09
681.6135,0,4582.453
642.3507,0,4770.944
738.2383,0,4831.835
776.3392,0,5040.601
806.8442,0,5257.324
825.8746,0,5375.938
860.4516,0,5577.598
897.9473,0,5775.893
934.0343,0,6069.131
958.1895,0,6260.209
1001.231,0,6464.11
1039.136,0,6672.277
1063.073,0,6866.188
1087.596,0,7054.311
