Q,Counter
51704.61,22255.91
52028.14,22610.94
52787.54,23218.83
53855.93,19672.21
55070.61,14553.6
55877.81,12511.83
56693.13,9258.853
57595.46,8185.614
58627.35,6581.888
59550.72,5389.171
60077.02,3735.395
61180.27,3527.105
62089.45,3622.881
63171.52,3758.605
63803.78,3607.383
64824.55,4021.284
65813.36,3544.097
67206.48,3175.482
68220.26,3943.527
69244.66,4008.687
69783.34,3795.317
70960.62,4278.014
71967.65,4938.881
73031.22,5086.43
74059.01,5227.253
75097.03,5325.832
76241.23,5493.686
77640.27,5630.58
78419.94,5733.977
79599.91,5890.102
64129.23,6063.247
58403.61,6226.852
47225.94,6408.266
37754.06,6522.114
28619.87,6688.73
20504.74,6866.37
6319.505,6979.385
6640.862,7175.13
3885.797,7391.203
5897.706,4354.131
1898.03,2935.998
7011.577,2097.367
6366.166,1709.194
8374.181,1449.908
8472.747,1305.124
8657.615,1361.717
8863.129,1428.37
9034.371,1487.055
9247.083,1553.51
9339.729,1619.694
9519.801,1694.573
9727.407,1763.082
9906.503,1160.696
10013.83,1891.885
10206.5,1583.313
10360.11,1802.254
10594.06,2131.895
10824.47,2219.159
10620.36,2301.637
10722.29,2381.965
10857.79,2468.994
11041.25,2580.531
11176.56,2687.22
11360.44,2755.76
11568.62,2892.355
11674.1,2950.465
11932.96,3059.438
12160.67,3196.62
12392.77,3269.702
12562.66,3392.659
12391.4,3524.83
13011.95,3589.768
13048,3777.668
13440.08,3921.506
13675.85,4069.662
13829.71,4164.485
14091.95,4300.106
14354.41,4440.894
14592.32,4657.425
14734.62,4734.332
15034.34,3804.665
15294.13,3271.611
15529.06,3273.576
15838.06,3396.878
16110.68,3529.561
16254.59,3672.265
16545.92,3845.052
16841.98,3917.083
17180.76,4070.82
17487.12,4249.745
17668.21,4441.527
17982.82,4543.381
18289.3,4397.848
18464.71,4125.325
18820.31,5213.938
19154.25,5319.861
19479.54,5612.627
19766.62,5746.179
20086.97,6009.546
20248.96,6253.811
19982.75,6495.512
19779.22,6705.076
19819.48,6870.252
19989.68,7118.364
20147.47,7229.515
20381.52,7486.63
20652.58,7750.038
20822.15,8008.914
21185.55,8262.605
21485.71,8481.904
21793.21,8763.652
22026.24,9045.985
22308.33,9177.543
22329.96,9568.102
22843.17,9856.086
23093.47,10202.11
23415.29,10543.46
23667.61,10892.86
24119.45,11222.61
24328.12,9265.759
24660.76,8335.594
25000.36,8123.564
25358.14,8427.916
25720.15,8693.229
26066.92,8999.903
26273.22,9216.464
26674.86,9523.093
27020.96,9823.928
27218.27,9951.166
27616.55,10339.67
27988.74,10644.47
28349.62,10512.89
28649.55,10700.29
29035.62,11552.95
29424.96,11867.13
29588.56,12304.89
30033.67,12508.76
30419.13,12885.05
30825.41,13268.94
30996.18,13644.65
20644.78,14011.36
14344.38,14401.04
11331.09,14714.67
10430.79,15100.41
10623.99,15544.63
10734.79,15822.37
10977.45,16227.52
11189.83,16712.04
11392.56,16928.7
11510.89,17428.94
11769.81,17899.19
11172.03,18320.03
11704.11,18571.85
12063.71,19102.29
10850.06,19542
12894.93,20070.39
13018.26,20462.52
13299.97,20944.07
13555.37,21433.21
13793.64,18513.66
14035.91,13627.56
14350.14,11634.29
14601.75,7947.634
14740.77,6575.77
15046.34,5050.015
15309.59,4538.029
15589.49,3063.642
15849.3,3166.725
16138.56,3243.739
16407.01,2888.761
16575.27,3503.59
16969.66,3599.814
17277.95,3684.514
17591.54,3316.315
17868.59,3803.423
18220.63,3531.454
18521.27,3411.194
18666.02,4297.734
19121.34,4408.317
19450.53,4530.434
19800.14,4671.025
13860.74,4730.472
6600.707,4880.357
5227.252,4942.711
4938.402,5084.158
4996.382,5231.514
5083.277,5400.214
5268.359,5549.426
5508.458,5628.397
5704.307,5801.765
5896.279,5953.983
6011.854,6031.345
6275.486,6188.618
6509.251,6342.583
6623.626,6492.833
6868.849,6653.111
7125.523,4463.782
7370.678,2777.128
7491.12,1255.038
7765.409,1057.999
8002.907,1039.001
8256.59,1063.435
8550.104,1114.086
8792.406,1178.58
9051.262,1228.224
9194.646,1293.312
9584.708,1341.038
9859.457,1382.465
10152.49,1449.577
10385.97,1494.151
10689.67,981.8611
10985.81,1560.86
11287.57,1745.845
11651.43,1817.765
11994.33,1906.021
12168.33,1994.307
12536.29,2027.885
12866.19,2122.285
13201.95,2213.877
13575.19,2260.869
13843.94,2377.868
14197.17,2491.193
14573.04,2531.323
15022.93,2604.458
15225.88,2754.264
15637.38,2881.984
16021.25,2945.142
16335.88,3105.224
16784.77,3218.148
17223.44,3320.217
17427.06,3451.52
17895.92,3575.53
18354.01,3726.679
18800.47,3804.135
19154.99,3956.708
19654.92,4107.762
19918.33,2598.334
20369.54,2542.921
20764.77,2610.546
21335.42,2729.078
21619.34,2856.825
22156.61,2933.278
22730.79,3067.716
23292.38,3188.881
23565.28,3367.951
24187.2,3505.446
24725.67,3683.029
25320.24,3780.776
25584.92,3920.767
26193.59,4064.463
26837.17,4218.997
27415.7,4377.699
27874.51,4555.675
28416.51,4738.719
29018.51,4871.445
29870.8,5071.334
30494.02,5233.839
31126.25,5369.285
31459.68,5618.125
32332.35,5856.963
33076.95,5965.36
33745.33,6214.32
34274.76,6422.484
35109.53,6645.284
26969.79,6793.471
25412.67,7086.488
24433.23,7346.146
24382.46,7580.251
24549.46,7919.263
25148.19,8177.742
25714.18,8430.557
26238.38,8796.167
26679.68,9074.501
27315.42,9409.033
27625.15,9598.537
27093.77,9907.233
27912.92,8688.237
26010.14,8810.396
29677.87,9072.472
29654.9,9351.496
31131.26,9598.863
31812.18,9901.66
32075.84,10237.17
32938.88,10567.17
33607.55,10701.21
34239.7,11165.61
35076.65,11501.62
35666.09,11043.85
36352.86,12297.55
36932.22,12671.57
37648.55,13053.34
38319.06,13490.14
38708.95,13856.33
39680.55,14311.3
40358.35,14659.23
41012.85,15093.27
41579.66,15539.83
42311.81,15836.67
43164.64,16208.69
43606.3,16695.7
44462.29,17211.07
45262.71,17680.22
46141.23,17889.33
40346.77,18429.07
30496.01,18900.29
26371.46,19439.95
19191.69,19723.18
13828.97,20237.49
10313.61,20654.85
3361.573,21184.54
3523.28,21485.08
3795.453,22094.64
4118.69,22603.83
3227.769,23143.4
806.3868,19799.15
4918.934,16830.41
5042.125,12642.8
5102.235,10846.35
5224.389,8421.805
5359.738,6315.709
5492.938,5927.233
5607.215,4507.985
5746.136,4104.472
5870.979,3465.037
6004.241,3608.273
6158.324,3732.453
6291.555,3840.62
6359.149,2800.369
6508.904,3559.791
6177.451,3288.922
6121.067,2931.066
6237.349,4059.374
6301.631,4062.311
6460.095,4841.583
6587.199,4930.091
6716.805,5014.185
6866.375,5197.256
7001.393,5332.05
7126.952,5463.606
7266.997,5647.224
7409.753,5804.064
7474.91,5958.042
7622.078,6128.761
7815.775,6303.651
7968.098,6392.792
8069.725,6602.366
8289.848,6796.205
8430.36,6972.669
8609.256,6972.669
8699.092,7314.219
8897.196,7439.071
9084.481,2878.413
9252.394,1034.69
9385.66,1015.432
9581.064,1038.219
9757.619,1090.55
9995.146,1141.096
10187.57,1191.589
10366.41,1255.787
10478.66,1315.753
10751.18,1371.314
10948.86,875.9659
11159.34,1483.253
11402.02,658.9229
11640.3,1469.976
11766.19,1671.282
11962.55,1744.767
12202.58,1821.214
12406.31,1883.859
10746.19,1967.897
10440.45,2041.349
10542.96,2084.351
10742.49,2159.933
10950.46,2271.666
11175.54,2354.375
11386.93,2475.786
11611.91,2576.359
11802.86,2671.379
12016.6,2760.186
12134.82,2874.457
12364.67,2955.941
12278.99,3123.754
12911,3239.128
13166.42,3295.466
13351.3,3420.99
13659.29,3588.411
13907,3733.438
14055.47,3865.32
14392.27,3953.155
14676.98,2335.301
15003.89,2273.009
15188.54,2321.382
15484.04,2433.841
15762.89,2535.748
16098.45,2659.844
16414.12,2659.844
16587.52,2843.428
16884.87,2956.519
17284.36,3078.042
17579.03,3225.246
17907.07,3365.966
18299.31,2930.54
18609.76,3618.069
18804.31,3770.587
19088.17,3908.454
19460.87,3972.296
19820.38,4163.255
20185.79,4344.164
20411.15,4419.415
20802.69,4615.001
14042.21,4794.536
9194.259,4956.399
8294.024,5031.19
7852.413,5275.629
7794.074,5480.008
7855.648,5665.276
8004.467,5804.932
8275.057,5968.804
8529.52,6185.975
8653.1,6431.448
8961.673,6638.002
9218.598,6738.399
9504.509,6970.486
9779.861,7265.917
10066.19,7480.771
9562.397,7720.128
10108.61,7995.654
10883.27,8235.728
11201.7,8470.112
11499.1,7532.379
11815.8,7757.848
12138.44,7977.958
12495.97,8099.854
12641.01,8452.278
13068.3,8696.681
13411.62,8956.915
13797.37,9278.72
14073.49,9562.771
14420.63,9817.91
14854.53,9500.733
15017.46,10403.92
15463.37,10724.95
15833.35,11078.58
16243.9,11357.82
16609.13,11711.79
17051.33,11925.11
17429.05,12250.11
17610.96,12595.04
18146.02,12762.96
18614.59,13160.81
19095.27,13479.39
19425.82,13803.28
19873.03,14147.67
20312.63,14482.62
20575.59,14869.85
21191.43,15051.92
21735.38,15536.42
21968.42,15926.46
22634.53,16323.27
23203.99,16608.52
23470.15,17034.39
23940.98,17415.56
24601.88,17626.01
25156.92,18124.07
25463.38,18558.83
26129.01,19019.47
26655.4,19356.07
27217.7,19830.52
27539.07,19104.78
28265.34,13255.76
28824.94,8856.886
29417.98,7236.926
30019.32,5959.833
30735.9,4155.005
31328.37,3652.792
31627.5,3405.675
32259.23,3121.649
32899.5,3150.942
33548.39,3239.693
34465.6,3373.364
35193.86,2943.441
35902.75,3360.919
36380.63,3564.359
37075.04,3450.454
37839.86,3943.923
38210.7,3808.31
38959.81,4025.291
39655.15,4080.909
40455.54,4407.77
41168.88,4535.214
41890.73,4600.016
42554.35,4731.787
39785.97,4895.791
38235.88,5027.379
37450.18,5161.695
37609.47,5274.727
37883.79,5401.881
38442.86,5531.423
39068.29,5625.409
39527.84,5817.038
40429.17,5943.307
41199.09,6107.327
41587.93,6263.578
42282.12,6451.049
39171.29,6607.041
43416.18,6787.875
42735.38,4705.965
44925.14,3272.103
46062.69,2006.272
46323.39,1138.981
47232.27,1145.284
47890.91,1196.665
48669.32,1232.89
49092.49,1285.802
50104.6,1340.832
50893.18,1369.169
51655.51,1435.001
52496.2,1500.216
53288.84,714.2443
54098.23,1616.773
54531.11,804.8452
55660.58,1449.431
56509.02,1816.135
57291.53,1887.534
58043.75,1956.774
58993.57,1992.647
59799.73,2090.122
60419.14,2158.168
61474.46,2249.728
62423.31,2339.193
63342.29,2427.031
64555.28,2513.767
65455.09,2562.187
64665.45,2691.002
65326.01,2790.052
66210.9,2901.125
67185.85,3058.175
67595.05,3178.197
68999.51,3232.235
70087.39,3398.977
71059.77,3519.312
71698.96,3654
72686.92,3770.369
73728.05,3912.875
73548.59,4041.994
75119.32,4113.905
75951.83,2329.021
77401.94,2227.248
78579.91,2275.361
79632.35,2405.827
80231.54,2503.678
81252.84,2609.308
82754.7,2713.728
84037.2,2845.406
85140.69,2965.611
85914.33,3105.727
87035.06,3216.632
88264.94,3219.915
89706.91,2573.959
90963.21,3590.469
92078.98,3725.892
92691.56,3890.665
94235.66,4040.708
95431.61,4174.477
96691.02,4332.286
98175.15,4423.4
99621.47,4602.513
100919.9,4809.206
101846.7,5014.605
103000,5194.302
104496.5,5321.937
105952.1,5542.31
93880.35,5734.98
83092.32,5837.31
73798.6,6028.134
57155.24,6241.121
39097.5,6477.65
22146.3,6635.641
2725.883,6863.212
3159.627,7086.273
2419.703,7194.676
3078.982,7475.633
4262.654,7722.218
4380.583,7984.823
4437.878,8199.141
4591.718,8329.535
4722.087,7302.312
4844.03,7103.43
4991.248,7097.167
5124.295,7329.094
5265.949,7565.972
5349.91,7777.338
5484.4,8002.929
5620.104,8222.24
5694.369,8456.17
5851.395,8705.393
6000.906,8959.469
6150.026,8665.62
6281.843,9419.105
6429.154,9557.944
6585.75,10013.19
6738.028,10402.55
6916.612,10600.92
7073.492,10979.61
7232.987,11198.12
7372.834,11670.19
7544.741,12032.64
7635.598,12182.44
7819.731,12555.5
8054.428,12879.36
8257.161,13223.29
8434.749,13750.63
8565.648,14155.25
8764.789,14506.19
8950.341,14878.59
9203.426,15273.34
9394.897,15691.31
9589.272,16116.96
9795.602,16533.5
10051.19,16735.98
10264.81,17284.05
10377.62,17685.35
10634.95,17914.94
10848.22,18308.06
11084.7,15560.86
11204.44,12823.81
11497.99,10379.93
11776.6,6985.054
12007.43,5534.462
12220.42,4792.776
12458.23,4258.042
12710.78,4188.544
12844.15,4198.03
6588.95,4261.79
6493.583,4364.899
6635.482,4500.06
6762.917,4583.603
6906.037,4666.836
7067.632,4285.784
7151.507,4975.792
7371.8,4865.745
7553.343,4692.864
7656.542,5314.848
7866.346,5539.424
7130.457,5772.229
6848.919,5915.358
8331.339,6081.273
8563.862,6267.012
8747.209,6439.255
8929.538,6544.223
9140.488,6729.11
9234.576,6888.285
9433.808,7080.503
9627.613,7177.967
9869.838,7391.231
10079.97,7593.452
10293.62,7775.749
10477.58,7904.542
10706.71,8092.603
10920.95,8275.771
11057.97,8462.217
11317.39,8660.661
11561.17,8871.572
11798.68,5720.502
12040.01,3799.942
12295.95,2826.743
12425.51,2665.384
12676.89,2710.798
12965.91,2794.592
13203.18,2290.617
13548.12,2339.409
13746.76,2443.154
14007.27,2528.077
13157,2619.292
12787.17,2662.018
12992.29,2777.505
13263.69,2760.717
13517.58,2941.65
13719.11,2821.574
13968.87,3073.5
14222.4,3254.608
14479.75,3370.427
14788.88,3431.945
15066.85,3562.627
15296.95,3692.19
14195.81,3794.348
15131.23,3909.296
15872.22,4039.443
16378.59,4180.855
16601.81,4322.222
16894.44,4449.724
17232.12,4610.191
17603.12,4750.435
17891.92,4818.666
18202.26,4970.185
18531.34,5151.615
18894.43,5297.687
19248.31,5481.192
19427.22,5613.121
19804.25,5704.737
20202.61,5876.836
20404.22,6082.565
20749.09,6255.546
21162.68,4003.857
21533.94,3195.389
21921.78,2674.289
22225.4,2697.834
22594.63,2803.523
22968.73,2868.38
23365.13,2991.837
23837.32,3095.699
24227.59,3220.868
24424.56,3354.472
24949.82,3477.073
18687.04,3177.374
14532.43,2989.867
11319.44,3734.767
8710.069,4000.42
6003.732,4078.179
5963.965,4193.8
6094.25,4341.676
6305.33,4514.187
6396.539,4589.084
6573.197,4730.397
6786.218,4887.598
6995.378,5081.305
7191.577,5166.981
6127.912,5375.644
7251.452,5534.432
7784.403,5632.743
7062.469,5811.434
7934.463,6016.463
8381.362,6188.85
8623.069,6395.809
8791.104,6568.104
9040.112,6695.496
9264.088,6889.94
9565.36,7071.732
9787.83,7172.345
9998.809,7428.435
10139.99,7638.077
10393.24,7851.982
10628.36,5765.753
10878.74,5870.319
11144.94,5354.011
11403.84,5252.994
11679.11,5458.131
11971.43,5647.068
12194.14,5818.259
12483.05,5931.956
12763.95,6109.44
12906.07,6298.711
13299.39,6419.161
13606.67,6635.71
13905.33,6312.07
14099.43,6744.621
14415.61,7213.58
14793.12,7408.091
14977.33,7633.707
15336.12,7789.911
15686.21,8023.719
16026.89,8262.476
16281.96,8506.237
16662.17,8714.92
16986.28,8958.317
17189.13,9258.004
17647.71,9426.586
17981.39,9694.368
18392.41,9934.468
18706.29,10100.6
19057.62,10404.7
19413.63,10703.74
19826.23,10961.54
20174.73,11187.8
20598.51,11502.93
20992.34,11675.25
21427.83,12000.14
21846.21,12254.4
22274.01,12538.48
22518.29,12906.77
23050.61,13160.96
23455.45,13350.47
23983.15,13638.35
24379.29,10604.45
24820.27,5571.741
25307.63,4486.779
25533.2,3762.535
26176.3,3055.615
26702.93,2813.949
27150.8,2735.042
27603.78,2783.932
28127.78,2887.743
28392.33,2981.948
28881.79,3066.249
29558.74,3144.193
30016.13,3202.44
30501.69,2077.316
30741.57,2698.226
31223.94,2915.71
31802.1,3367.176
32035.42,3645.655
32695,3546.272
33286.72,3922.816
33889.86,4054.938
34500.46,4104.705
35093.72,4247.356
35643.68,4376.143
35926.73,4503.647
36541.4,4615.636
37011.64,4746.161
37693.87,4800.795
38377.59,4952.807
38962.85,5102.016
39559.44,5189.635
40151.97,5356.221
40755.96,5563.957
41422.23,5746.005
41753.89,5841.95
42572.73,6057.823
43144,6244.809
43749.62,6360.858
44507.6,3874.876
45185.7,2431.364
45811.15,2327.769
46442.66,2429.947
47141.28,2532.312
47909.01,2608.643
48591.95,2679.33
49124.35,2777.514
49946.63,2835.647
50265.51,2898.747
51230.9,3015.986
52143.75,3111.624
52835.93,1947.918
53267.65,3113.584
54205.9,3418.22
54985.34,3533.42
51036.46,3656.41
48629.56,3772.819
47585.54,3854.948
47005.75,3988.299
47644.41,4102.199
48148.69,4201.571
48827.25,4335.082
49136.29,4466.32
49881.83,4533.103
50519.11,4669.001
51221.05,4796.306
51841.05,4974.116
51553.92,5101.521
50239.95,5275.249
51532.1,5382.927
54433.73,5509.751
55143.24,5729.395
55859.47,5810.114
56645.85,5960.333
56942.64,6127.524
57856.96,6262.39
58534.41,6465.373
59246.11,6658.544
59967.59,6848.62
60695.43,2404.315
61429.72,2067.405
61900.37,2012.149
62844.88,2048.407
63666.01,2153.16
64564.42,2229.836
65156.79,2271.879
65929.27,2376.33
66672.87,2472.835
67530.23,2514.478
68307.78,2614.831
69196.04,2119.68
70077.01,2566.208
70705.99,1678.996
71563.49,3062.29
72504.05,3172.504
72996.67,3267.291
73950.91,3396.846
74321.15,3511.379
75231.5,3627.362
76111.43,3701.254
76921.41,3816.712
77542.7,3950.538
78403,4018.815
79468.1,4158.958
80383.64,4284.315
81261.95,4435.097
82110.23,4520.61
83169.16,4648.307
83707.38,4796.707
84560,4869.185
85775.55,5053.899
86868.09,5205.404
87970.58,5366.94
88911.2,5465.72
89988.84,5626.67
90901.38,5798.124
91820.59,5881.798
92874.99,6066.154
93852.3,4292.038
94298.95,4060.342
95738.5,4146.175
97011.02,4290.246
97973.5,4426.596
98711.41,4501.797
99779.15,4661.03
100996.2,4806.194
101561.5,4967.393
102651.4,5152.133
103749.7,5322.193
104793.3,4436.853
105972,5637.935
107194,5871.975
108327.5,5975.266
109021.7,6267.893
110319.4,6387.811
111325.1,6586.178
112540.7,6852.259
96131.32,7069.101
81221.73,7183.487
57211.7,7441.531
46752.93,7663.111
31898.53,7845.547
24593.03,7983.002
18869.78,8165.665
11078.66,8375.068
5753.57,8504.397
3252.848,8776.793
3373.559,8997.225
3465.31,9211.785
3601.913,9480.14
3732.991,9672.387
3832.531,9888.305
4001.318,10150.07
4117.477,10481.87
4261.901,10623.41
2532.387,10944.28
4205.254,8352.047
4707.119,6055.206
4837.261,3281.589
4939.708,2700.722
5081.002,2807.67
5231.817,2905.211
5295.699,2983.39
5491.069,3045.318
5640.331,3158.339
5815.267,3274.486
5933.512,3413.131
6089.195,3266.234
6247.943,2529.142
6357.955,3651.122
6582.297,3308.349
6758.25,3987.025
6937.698,4120.903
7072.63,4265.41
7242.023,4392.121
5858.266,4515.781
5045.099,4654.255
4432.781,4802.144
4497.333,4953.58
4595.295,5075.999
4695.095,5222.994
4801.465,5369.834
4909.805,5533.544
4971.617,5686.943
5097.351,5872.482
5211.035,6040.548
4758.592,6219.867
5033.803,6410.947
5361.448,6582.716
5327.743,6749.838
5750.292,6944.679
5956.642,7160.541
6071.573,7258.951
6140.259,7476.35
6303.217,5178.133
6435.755,4345.579
6568.034,4089.42
6702.636,4063.923
6864.736,4116.047
7006.782,4191.181
7148.186,4344.504
7265.678,4496.284
7335.522,4634.506
7519.036,4734.293
7641.806,4883.939
7842.399,5055.698
7997.647,4213.685
8190.18,3438.455
8337.896,5424.391
8501.258,5526.194
8667.253,5753.576
8836.023,5925.537
9047.113,6016.439
9158.287,6244.581
9327.265,6405.108
9540.248,6479.067
8455.217,6681.896
8126.015,6892.145
8211.207,7055.904
8251.331,7235.756
8399.653,7440.475
8563.845,7629.865
8670.565,7831.133
8814.988,7933.193
8958.392,8157.594
9103.991,8342.179
9280.2,8547.784
9481.274,8775.351
9543.886,9025.962
9504.56,9243.473
9920.794,9493.817
10095.08,9729.194
10248.85,9968.868
10459.77,10100.52
10634.62,6916.163
10804.04,4565.423
11017.23,3390.688
11225.83,2652.578
11412.4,2122.251
11575.79,1682.715
11754.48,1601.244
11886.21,1677.956
12108.66,1752.327
12362.11,1793.327
12583.04,1886.376
12798.09,1954.417
12978.29,2019.582
13180.14,1175.291
13404.51,1734.788
13622.39,2049.229
13904.31,2347.464
14036.97,2425.627
14266.07,2502.274
14536.75,2606.118
14792.57,2697.314
14943.67,2768.329
15228,2848.023
4610.078,2933.554
3486.7,3008.979
3428.029,3106.375
3551.353,3193.58
3672.866,3286.973
3802.882,3395.687
3855.912,3493.63
4013.091,3602.906
4146.987,3663.156
4220.958,3745.834
4371.94,3906.734
4514.967,4035.622
3989.719,4157.594
3761.592,4240.509
4960.272,4361.995
5110.106,4491.695
5196.291,4557.669
5365.072,3023.575
5530.88,2565.735
5693.333,2372.216
5837.433,2426.714
5991.601,2519.657
6179.141,2615.331
6355.625,2662.231
6512.2,2757.932
6683.066,2860.328
6801.605,2969.964
7016.801,3039.113
7271.659,3149.719
7480.683,3254.29
7694.322,3305.274
7821.138,3106.09
8051.691,3599.427
8277.965,3684.881
8392.911,3839.578
8636.274,3983.115
8864.808,4053.704
9097.785,4209.177
9345.629,4340.404
9619.675,4462.995
9748.119,4528.265
9977.712,4734.598
10274.47,4884.42
10532.35,5050.737
10806.52,5228.077
11015.57,5389.752
11263.22,5569.19
11514.94,5738.785
11795.35,5904.918
12118.34,6059.759
12409.37,6263.407
12705.59,6433.224
12840.6,6535.226
13206.58,6734.894
13503.23,6947.458
13735.77,7156.646
14106.84,5203.401
14431.27,2828.008
14775.42,2401.598
15037.37,2436.009
15406.68,2545.427
15782.39,2647.89
15934.49,2715.041
16381.47,2818.072
16726.41,2923.868
17076.48,3027.85
17480.54,3143.754
17874.77,2799.582
18224.89,3268.332
18545.65,2965.692
18991.01,3593.015
19373.63,3746.159
19779.45,3863.375
20137.24,3928.413
20499.58,4088.804
20921.93,4219.325
21182,4358.679
21746.96,4459.339
22245.15,4611.335
22712.09,4746.325
22987.62,4806.296
22495.31,5063.196
22500.14,5213.659
22925.5,5360.403
23366.76,5530.662
23801.97,5704.782
24223.33,5875.582
24688.73,5991.432
25100.87,6183.104
25517.68,6348.662
25939.18,6447.945
26426.72,6649.761
26692.51,6839.974
26078.05,7058.508
27618.73,7215.196
28183.23,4242.751
28742.99,4336.26
29130.86,4089.36
29768.99,4046.003
30259.36,4162.521
30777.81,4321.717
31073.52,4479.439
31601.4,4617.13
32111.97,4746.731
32628.07,4876.828
33125.85,5028.532
33676.9,4627.116
33991.12,4152.633
34699.18,5209.682
35267.84,5640.796
35893.1,5808.592
36398.82,5922.328
37063.64,6066.677
37736.87,6250.659
38050.41,6340.392
38762.45,6599.636
39456.75,6716.364
40105.22,6914.15
40514.18,7099.754
41119.14,7305.46
41814.03,7506.819
42457.17,7617.492
42849.3,7877.413
43470.43,8116.878
44183.52,8315.883
44817.45,8536.964
45603.75,8781.264
45926.75,9020.886
46607.13,9225.741
47354.32,9463.918
48139.92,9615.013
48842.17,9757.614
49365.63,10078.82
50093.97,10332.64
50303.46,10504.36
51370,6133.428
52167.41,3768.409
52973.05,3071.049
53688.88,1810.388
54049.23,1466.895
54907.47,1306.492
55741.41,1321.569
56482.43,1360.863
57264.32,1418.197
58019.25,1448.809
58920.23,1519.42
59584.75,1571.93
60502.36,1054.734
60964.79,1637.914
61752.9,1407.853
62656.9,1630.791
63606.63,1830.94
64491.95,1922.311
65198.77,2008.415
66023.76,2058.777
66855.91,2130.38
67656.92,2201.091
68735.16,2233.062
69590.61,2311.902
70060.27,2396.265
71164.67,2444.266
72040.69,2536.037
72602.05,2606.717
59868.45,2682.466
56177.45,2728.048
53553.89,2808.672
49961.63,2916.763
49262.12,3011.226
47336.64,3072.995
47440.43,3147.501
47355.68,3219.757
47553.75,3284.943
48002.32,3427.149
48248.4,3526.286
45892.42,2065.532
42828.81,1662.338
47685.96,1698.809
48644.84,1768.73
49820.04,1810.115
50576.57,1886.536
51892.25,1953.59
52640.58,2022.46
53462.92,2086.995
53591.88,2178.785
54384.91,2227.566
54933.81,2331.234
55515.92,1222.839
55846.86,2427.01
56564.48,2564.75
57163.46,2653.99
57836.15,2737.893
58334.67,2835.751
58942.21,2956.88
59661.15,3056.767
59982.71,3163.726
60656.63,3314.021
61254.25,3372.998
61883.56,3507.612
62628.38,3632.672
63268.08,3754.618
63603.77,3869.57
64279.12,4002.702
49318.77,4128.674
36939.89,4274.002
26124.69,4367.539
18102.18,4508.03
7177.378,4646.193
3035.512,4710.595
1932.425,4865.582
1471.082,4993.695
1448.013,5181.243
1466.724,5283.489
1519.499,5400.354
1571.423,3037.616
1640.512,2634.06
1669.441,2226.935
1756.216,2314.416
1829.585,2389.942
1891.745,2467.462
1941.841,2558.541
2011.366,2608.981
1995.339,2704.202
2102.425,2814.63
2178.817,2915.727
2289.928,2984.661
2369.667,1784.435
2430.101,2880.124
2506.51,3237.207
2592.495,3378.66
2680.992,3518.236
2796.199,3627.122
2857.408,3754.029
2961.924,3852.736
3056.484,3980.206
3166.875,4039.69
3225.516,4182.98
3326.741,4319.224
3440.079,4457.07
3556.526,4615.865
3691.248,4790.875
3778.12,4939.272
3887.669,5116.535
4010.524,5278.706
3547.712,5464.891
3399.63,5559.806
3459.426,5725.345
3524.331,5887.339
3563.727,6059.928
3673.559,6147.606
3773.633,6340.736
3863.102,6522.85
3963.362,6693.026
4060.495,5827.906
4168.778,4183.724
4270.162,4034.541
3801.97,4112.425
4439.859,4265.621
4527.805,4411.043
4657.443,4578.17
4784.791,4731.232
4901.443,4887.949
5015.016,5035.436
5141.219,5146.504
5244.274,5306.376
5374.339,4870.49
5462.067,5059.754
5578.765,5766.891
5708.656,5947.106
5881.573,6131.324
6016.943,6327.165
6084.386,6504.109
6222.576,6700.397
6344.718,6860.401
6468.701,7056.003
6639.085,7180.303
6715.934,7399.502
6917.671,7588.766
7077.124,7790.412
7232.69,7995.974
7335.627,8196.291
7509.791,8428.399
7680.044,8569.981
7862.281,8694.111
7970.522,8995.427
8149.045,9243.946
4360.317,9517.996
4025.688,9693.608
3784.932,9956.169
3739.03,10213.04
3795.24,10365.07
3922.452,10662.86
4019.32,10932.69
4113.817,7600.855
4192.027,4143.439
4293.849,3228.467
4406.924,2318.988
4462.089,1648.83
3158.758,1088.993
4732.26,1077.14
4845.242,1122.987
4746.198,1178.112
5042.203,1229.071
5161.712,1293.105
5219.767,1334.271
5410.831,762.2363
5491.058,1036.888
5625.768,1319.11
5763.473,1579.879
5892.382,1568.942
6036.029,1699.24
6109.059,1765.607
6258.828,1861.107
6403.313,1920.985
6550.865,1985.787
6708.101,2033.087
6861.921,2116.964
7025.706,2183.3
7108.883,2221.913
7292.063,2317.377
7479.297,2375.827
7648.326,2468.33
7767.838,2557.528
7942.471,2649.231
8112.681,2743.527
8333.852,2785.849
4179.51,2880.024
4252.735,2972.747
2947.782,3076.294
3009.523,3144.108
3124.478,3252.526
3228.502,1747.632
3286.385,1777.81
3409.564,1841.005
3515.741,1915.05
3629.682,1994.576
3757.185,2063.955
3882.524,2141.958
4000.748,2218.98
3051.675,2266.971
3360.856,2344.128
4312.645,2430.729
4523.068,2421.332
4634.463,2416.777
4786.085,2726.386
4941.376,2820.209
5020.403,2946.562
5194.792,3055.372
5359.608,3176.663
5457.486,3255.051
5657.842,3377.957
5854.535,3484.807
6019.043,3564.156
6102.564,3696.471
6326.817,3820.665
6524.956,3937.244
6711.27,4111.556
6859.812,4257.473
7061.654,4407.312
7276.625,4537.16
7390.335,4688.166
7621.767,4849.191
7858.604,4956.697
8072.637,5114.563
