0,0,,,
0,0,,,
0,0,,,
0.4245997,0,,,
1.168199,0,,,
2.317397,0,,,
3.469795,0,,,SouthPattern = new float[] {
5.731493,0,,,"           3, 3, 3, 3"
9.475486,0,,,        };
12.84598,0,,,
12.78118,0,,,        EastPattern = new float[] {
17.26207,0,,,"            1, 3, 1, 1"
24.14407,0,,,        };
27.85486,0,,,
41.09324,0,,,        NorthPattern = new float[] {
48.51322,0,,,"            7, 4, 1, 4"
66.3513,0,,,        };
76.4953,0,,,
100.3279,0,,,        WestPattern = new float[] {
93.14069,0,,,"            4, 4, 10, 7"
136.1217,0,,,        };
153.7967,0,,,
167.5146,0,,,
192.4492,0,,,
219.7142,0,,,
230.4044,0,,,
251.5974,0,,,
233.0576,0,,,
291.5505,0,,,
285.0581,0,,,
313.0115,0,,,
328.9135,0,,,
371.8177,0,,,
403.914,0,,,
436.4176,0,,,
468.1627,0,,,
506.7749,0,,,
545.7599,0,,,
597.8917,0,,,
653.3875,0,,,
623.1683,0,,,
739.8547,0,,,
787.6653,0,,,
841.7907,0,,,
867.4299,0,,,
955.1682,0,,,
999.9864,0,,,
1070.787,0,,,
1137.927,0,,,
1211.049,0,,,
1296.883,0,,,
1398.222,0,,,
1430.568,0,,,
1569.328,0,,,
1660.135,0,,,
1712.573,0,,,
1813.144,0,,,
1955.171,0,,,
2083.245,0,,,
2149.51,0,,,
2305.323,0,,,
2410.333,0,,,
2518.633,0,,,
2713.739,0,,,
2875.204,0,,,
3031.915,0,,,
3188.534,0,,,
3289.973,0,,,
2306.279,0,,,
1938.938,0,,,
1938.552,0,,,
2029.676,0,,,
2081.758,0,,,
2134.83,0,,,
2287.808,0,,,
2390.341,0,,,
2452.779,0,,,
2514.084,0,,,
1600.058,0,,,
2561.73,0,,,
2668.661,0,,,
2984.454,0,,,
3169.386,0,,,
3290.297,0,,,
3339.833,0,,,
3507.042,0,,,
3664.735,0,,,
3795.193,0,,,
3887.528,0,,,
4043.686,0,,,
4123.541,0,,,
4263.258,0,,,
4473.416,0,,,
4653.303,0,,,
4786.874,0,,,
4982.831,0,,,
5212.635,0,,,
5358.822,0,,,
5683.074,0,,,
5854.6,0,,,
6084.403,0,,,
6194.043,0,,,
6417.996,0,,,
6548.854,0,,,
6808.513,0,,,
6963.02,0,,,
4814.26,0,,,
3560.193,0,,,
3164.823,0,,,
2961.433,0,,,
2887.393,0,,,
2985.188,0,,,
3094.061,0,,,
3230.056,0,,,
3321.801,0,,,
3502.305,0,,,
2343.262,0,,,
3062.174,0,,,
3560.587,0,,,
3932.791,0,,,
4286.773,0,,,
4402.15,0,,,
4652.681,0,,,
4781.013,0,,,
4985.646,0,,,
